SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004847075.1,ENSRNOP00000001111,65.82,78.23,0.2156,0.5247,0.41102
XP_004867288.1,ENSRNOP00000013097,52.34,67.55,0.3641,0.886,0.41096
XP_004842365.1,ENSRNOP00000031611,50.5,63.57,0.4208,1.0248,0.41064
XP_004844496.1,ENSRNOP00000056345,60.33,72.18,0.2789,0.6795,0.41041
XP_004857642.1,ENSRNOP00000025308,59,71.55,0.3137,0.7651,0.40999
XP_004869595.1,ENSRNOP00000020094,50.53,65.6,0.4022,0.9815,0.40982
XP_004869512.1,ENSRNOP00000020803,68.85,76.92,0.2108,0.5153,0.40909
XP_004864814.1,ENSRNOP00000031220,63.7,72.37,0.2769,0.6773,0.40886
XP_004852589.1,ENSRNOP00000049757,68.28,74.19,0.2546,0.6233,0.4085
XP_004862467.1,ENSRNOP00000011351,61.93,73.24,0.2814,0.689,0.40841
XP_004869098.1,ENSRNOP00000016664,64.74,74.79,0.2509,0.6154,0.40766
XP_004869733.1,ENSRNOP00000016509,70.83,78.06,0.2024,0.4977,0.40668
XP_004837840.1,ENSRNOP00000006376,67.23,74.28,0.2597,0.6388,0.40656
XP_004834001.1,ENSRNOP00000028055,73.24,79.85,0.1786,0.4394,0.40642
XP_004868296.1,ENSRNOP00000030272,61.43,73.72,0.2831,0.697,0.40616
XP_004846229.1,ENSRNOP00000038557,55.47,69.07,0.3266,0.8056,0.40536
XP_004852487.1,ENSRNOP00000064620,64.92,72.72,0.2636,0.6506,0.40524
XP_004851527.1,ENSRNOP00000015498,77.57,83.54,0.1373,0.3392,0.40483
XP_004845593.1,ENSRNOP00000060598,59.93,75.42,0.2518,0.6221,0.4048
XP_004864155.1,ENSRNOP00000027362,66.25,74.73,0.2373,0.5868,0.40444
XP_004866811.1,ENSRNOP00000034882,46.96,61.02,0.4632,1.1473,0.40375
XP_004860587.1,ENSRNOP00000038031,61.72,71.51,0.2949,0.7305,0.40367
XP_004873795.1,ENSRNOP00000022697,64.69,73.71,0.2605,0.646,0.4033
XP_004871576.1,ENSRNOP00000045588,81.18,88.24,0.0975,0.2417,0.40324
XP_004835357.1,ENSRNOP00000059503,62.96,71.6,0.2866,0.7118,0.40265
XP_004861453.1,ENSRNOP00000034774,69.52,76.83,0.2241,0.5569,0.40232
XP_004856639.1,ENSRNOP00000013093,58.33,69.62,0.3415,0.8496,0.40195
XP_004835884.1,ENSRNOP00000041206,45.6,60.26,0.4715,1.1733,0.40187
XP_004864069.1,ENSRNOP00000065782,45.93,58.04,0.5052,1.2585,0.40146
XP_004866329.1,ENSRNOP00000066483,62.4,73.14,0.2771,0.6908,0.4011
XP_004835542.1,ENSRNOP00000015553,53.04,66.21,0.3709,0.9255,0.40073
XP_004851629.1,ENSRNOP00000006256,59.12,70.23,0.3059,0.7633,0.40072
XP_004853151.1,ENSRNOP00000045226,48.16,61.64,0.461,1.1505,0.40068
XP_004837920.1,ENSRNOP00000031140,56.69,67.19,0.3734,0.9323,0.40051
XP_004845440.1,ENSRNOP00000022012,57.33,65.96,0.3578,0.8962,0.39922
XP_004873735.1,ENSRNOP00000018964,64.07,75.9,0.23,0.5764,0.399
XP_004873653.1,ENSRNOP00000043371,62.89,74.23,0.2693,0.6752,0.39886
XP_004838946.1,ENSRNOP00000022724,60.91,73.41,0.2629,0.6593,0.3988
XP_004868918.1,ENSRNOP00000061707,68.16,78.4,0.2004,0.5028,0.39855
XP_004841277.1,ENSRNOP00000039966,78.65,84.39,0.1323,0.332,0.39853
XP_004849960.1,ENSRNOP00000017643,55.53,68.38,0.3562,0.8955,0.39783
XP_004840336.1,ENSRNOP00000062434,60.88,72.4,0.2942,0.7405,0.39727
XP_004840551.1,ENSRNOP00000066903,63.71,72.58,0.2764,0.6959,0.39711
XP_004837238.1,ENSRNOP00000038334,70.94,79.33,0.1909,0.4809,0.39687
XP_004858304.1,ENSRNOP00000019804,55.36,65.87,0.3802,0.9598,0.39615
XP_004834884.1,ENSRNOP00000051504,65.38,73.9,0.2488,0.6287,0.39573
XP_004872307.1,ENSRNOP00000016042,70.01,78.36,0.2047,0.5175,0.39546
XP_004849535.1,ENSRNOP00000014020,63.87,73.07,0.2654,0.6721,0.39495
XP_004849649.1,ENSRNOP00000066887,40.56,58.33,0.5638,1.4284,0.39471
XP_004847082.1,ENSRNOP00000001115,10.81,28.83,2.1212,5.3743,0.39468
XP_004868002.1,ENSRNOP00000052209,57.54,70.42,0.3243,0.8219,0.39457
XP_004847656.1,ENSRNOP00000056326,66.86,76.58,0.2185,0.5551,0.39369
XP_004871864.1,ENSRNOP00000012569,68.18,76.89,0.2121,0.5392,0.39324
XP_004874316.1,ENSRNOP00000028433,71.19,77.97,0.2008,0.5106,0.39315
XP_004845069.1,ENSRNOP00000037320,66.06,76.2,0.2257,0.5743,0.39308
XP_004848086.1,ENSRNOP00000002995,59.4,68.29,0.3294,0.8379,0.39306
XP_004847925.1,ENSRNOP00000028936,56.89,68.09,0.3412,0.8688,0.39273
XP_004847180.1,ENSRNOP00000011704,41.4,56.86,0.5492,1.399,0.39254
XP_004851181.1,ENSRNOP00000063526,76.45,83.49,0.1454,0.3707,0.39232
XP_004845886.1,ENSRNOP00000007485,63.76,73.04,0.2635,0.6719,0.3921
XP_004855663.1,ENSRNOP00000059833,60.82,71.65,0.2977,0.7597,0.3919
XP_004854840.1,ENSRNOP00000064429,59.19,71.37,0.2912,0.7435,0.39171
XP_004864665.1,ENSRNOP00000042319,64.29,74.29,0.2585,0.66,0.3917
XP_004855918.1,ENSRNOP00000042092,42.86,53.67,0.6537,1.6701,0.39141
XP_004834016.1,ENSRNOP00000046724,61.39,74.26,0.2693,0.6897,0.39049
XP_004840928.1,ENSRNOP00000028999,64.12,72.08,0.2719,0.6969,0.39019
XP_004867250.1,ENSRNOP00000050122,50,64.29,0.4,1.0271,0.38939
XP_004872991.1,ENSRNOP00000034089,62.5,70.66,0.2812,0.7222,0.38932
XP_004845771.1,ENSRNOP00000063462,78.8,79.22,0.1818,0.4672,0.38913
XP_004856377.1,ENSRNOP00000015135,59.11,72.12,0.2918,0.7504,0.38884
XP_004842078.1,ENSRNOP00000016091,67.76,76.75,0.2348,0.6039,0.38872
XP_004852823.1,ENSRNOP00000029053,66.94,75.3,0.2273,0.585,0.38859
XP_004921272.1,ENSRNOP00000050241,66.56,74.46,0.2403,0.6187,0.38835
XP_004840718.1,ENSRNOP00000050384,35.57,47.09,0.7911,2.039,0.38799
XP_004837668.1,ENSRNOP00000009832,69.53,76.88,0.2148,0.5549,0.38719
XP_004839084.1,ENSRNOP00000006470,66.97,77.98,0.2079,0.5378,0.38665
XP_004852691.1,ENSRNOP00000033901,59.21,71.09,0.3028,0.7838,0.38632
XP_004838247.1,ENSRNOP00000030850,65.03,73.77,0.2495,0.6496,0.38412
XP_004865443.1,ENSRNOP00000001398,64.93,73.82,0.2537,0.6605,0.38412
XP_004835844.1,ENSRNOP00000002444,44.61,56.57,0.5557,1.4476,0.38387
XP_004872616.1,ENSRNOP00000030098,73.6,79.81,0.1793,0.4677,0.38348
XP_004870708.1,ENSRNOP00000066205,70.33,78.41,0.1947,0.5079,0.38331
XP_004855821.1,ENSRNOP00000051962,72.37,79.51,0.1849,0.4825,0.38314
XP_004836892.1,ENSRNOP00000019550,16.67,31.83,1.8117,4.7331,0.38278
XP_004857262.1,ENSRNOP00000053282,69.25,80.7,0.183,0.4784,0.38255
XP_004852916.1,ENSRNOP00000060843,66.49,74.99,0.237,0.6204,0.382
XP_004845963.1,ENSRNOP00000053025,47.89,62.22,0.451,1.1815,0.38175
XP_004849897.1,ENSRNOP00000002941,70.73,77.24,0.2016,0.5288,0.38128
XP_004857141.1,ENSRNOP00000005129,69.73,77.01,0.2108,0.5531,0.38118
XP_004844221.1,ENSRNOP00000066366,66.38,78.12,0.2086,0.5476,0.3809
XP_004840678.1,ENSRNOP00000038167,56.12,69.39,0.3283,0.8622,0.3808
XP_004860995.1,ENSRNOP00000064002,58.49,68.97,0.3286,0.863,0.38075
XP_004851029.1,ENSRNOP00000011565,67.45,76.34,0.223,0.5858,0.38073
XP_004921214.1,ENSRNOP00000065952,71.75,80.12,0.1787,0.4696,0.38056
XP_004854171.1,ENSRNOP00000011762,58.03,68.05,0.3618,0.9517,0.38023
XP_004853870.1,ENSRNOP00000020933,71.3,78.46,0.1915,0.5038,0.38019
XP_004867936.1,ENSRNOP00000052129,55.84,67.82,0.362,0.9523,0.38014
XP_004834114.1,ENSRNOP00000062984,72.04,77.27,0.2071,0.5453,0.37983
XP_004853826.1,ENSRNOP00000026213,74.76,80.41,0.1678,0.442,0.37965
XP_004854981.1,ENSRNOP00000032512,65.33,74.54,0.2752,0.7249,0.37961
XP_004872590.1,ENSRNOP00000064165,64.77,73.79,0.2508,0.6614,0.37927
XP_004843095.1,ENSRNOP00000022622,80.08,85.39,0.1166,0.3076,0.37907
XP_004847755.1,ENSRNOP00000020244,67.46,75.46,0.2301,0.607,0.37905
XP_004853064.1,ENSRNOP00000046417,61.27,73.69,0.2653,0.7008,0.37859
XP_004873684.1,ENSRNOP00000031286,65.43,75.04,0.2343,0.6191,0.37843
XP_004921228.1,ENSRNOP00000027759,62.32,70.44,0.2906,0.7682,0.37833
XP_004857957.1,ENSRNOP00000028675,70.05,77.78,0.2016,0.5333,0.37799
XP_004849644.1,ENSRNOP00000042351,41.29,53.75,0.6373,1.6863,0.37791
XP_004864011.1,ENSRNOP00000030391,67.29,76.01,0.2238,0.5923,0.37779
XP_004862525.1,ENSRNOP00000038387,64.87,75.6,0.2459,0.6511,0.3777
XP_004837925.1,ENSRNOP00000007958,38.32,47.35,0.8066,2.1364,0.37755
XP_004839792.1,ENSRNOP00000039097,69.14,77.11,0.2073,0.55,0.37697
XP_004874851.1,ENSRNOP00000041564,61.78,75.92,0.2408,0.6387,0.37697
XP_004838410.1,ENSRNOP00000032876,71,77.34,0.1971,0.523,0.37692
XP_004839509.1,ENSRNOP00000057888,65.66,74.52,0.2431,0.645,0.37683
XP_004851532.1,ENSRNOP00000014764,72.22,83.07,0.153,0.4062,0.37677
XP_004848691.1,ENSRNOP00000024218,76.71,83.56,0.1495,0.3973,0.37618
XP_004864329.1,ENSRNOP00000006325,57,68.17,0.3335,0.8869,0.37598
XP_004868026.1,ENSRNOP00000018512,63.82,74.04,0.2638,0.7018,0.37597
XP_004871807.1,ENSRNOP00000035991,63.04,72.22,0.2797,0.744,0.37592
XP_004851493.1,ENSRNOP00000039759,60.21,69.67,0.3054,0.8127,0.37572
XP_004859409.1,ENSRNOP00000025590,51.12,61.87,0.4536,1.2077,0.37561
XP_004874160.1,ENSRNOP00000019649,65.52,72.03,0.2816,0.7497,0.37556
XP_004863577.1,ENSRNOP00000031426,62.41,71.25,0.2805,0.748,0.37505
XP_004864786.1,ENSRNOP00000011073,51.5,63.06,0.4251,1.1338,0.37495
XP_004869764.1,ENSRNOP00000028491,65.02,73.94,0.2445,0.6525,0.37473
XP_004835217.1,ENSRNOP00000018294,61.42,71.35,0.281,0.7501,0.37468
XP_004872632.1,ENSRNOP00000048993,54.96,70.25,0.3398,0.9081,0.37417
XP_004839588.1,ENSRNOP00000014826,63.38,72.35,0.2634,0.7045,0.37389
XP_004862039.1,ENSRNOP00000004350,66.74,75.34,0.2292,0.6132,0.3737
XP_004863420.1,ENSRNOP00000034011,73.92,80.76,0.1636,0.438,0.37363
XP_004862439.1,ENSRNOP00000010425,72.19,79.68,0.182,0.4884,0.37254
XP_004846730.1,ENSRNOP00000000632,61.35,72.13,0.2799,0.7518,0.37237
XP_004839194.1,ENSRNOP00000034976,63.65,73.31,0.2666,0.716,0.3723
XP_004857162.1,ENSRNOP00000010168,78.21,85.21,0.124,0.3331,0.3723
XP_004863855.1,ENSRNOP00000019930,63.24,71.43,0.2825,0.7589,0.37222
XP_004864615.1,ENSRNOP00000024444,76.59,82.16,0.1502,0.4039,0.37194
XP_004854996.1,ENSRNOP00000009898,71.45,79.64,0.1799,0.4838,0.37174
XP_004863572.1,ENSRNOP00000026807,73.54,80.97,0.1636,0.4406,0.37134
XP_004837896.1,ENSRNOP00000041706,62.95,72.95,0.276,0.7439,0.37104
XP_004860245.1,ENSRNOP00000000462,46.92,57.06,0.537,1.4476,0.37096
XP_004873181.1,ENSRNOP00000044638,37,51.25,0.7,1.8875,0.37089
XP_004857568.1,ENSRNOP00000054049,68.13,77.74,0.2054,0.5542,0.3707
XP_004847798.1,ENSRNOP00000000149,68.26,79.04,0.188,0.5074,0.37056
XP_004871453.1,ENSRNOP00000033353,59.22,68.25,0.3291,0.889,0.37024
XP_004840974.1,ENSRNOP00000006667,59.86,70.42,0.3102,0.8384,0.37004
XP_004834631.1,ENSRNOP00000030145,65.16,76.02,0.2187,0.5911,0.36996
XP_004851126.1,ENSRNOP00000048303,61.55,73.66,0.2598,0.7023,0.36988
XP_004861538.1,ENSRNOP00000067483,59.57,75.65,0.2441,0.6602,0.36978
XP_004856855.1,ENSRNOP00000056560,68.6,78.13,0.1985,0.5372,0.36959
XP_004873123.1,ENSRNOP00000066220,54.47,66.12,0.3741,1.0132,0.36923
XP_004844519.1,ENSRNOP00000019415,52.68,65.85,0.3623,0.983,0.36862
XP_004836555.1,ENSRNOP00000056204,43.37,55.62,0.5637,1.5325,0.36785
XP_004855371.1,ENSRNOP00000054990,13.54,29.51,1.9352,5.2631,0.3677
XP_004868919.1,ENSRNOP00000043286,67.35,77.81,0.2004,0.5457,0.3673
XP_004843550.1,ENSRNOP00000037698,62.49,72.65,0.2787,0.7593,0.36699
XP_004871975.1,ENSRNOP00000062469,57.93,67.65,0.3439,0.9401,0.36586
XP_004873079.1,ENSRNOP00000062750,73.33,78.52,0.1843,0.5039,0.3657
XP_004857494.1,ENSRNOP00000053756,68.69,74.67,0.2339,0.6402,0.36533
XP_004838407.1,ENSRNOP00000031214,71.28,74.7,0.2363,0.6478,0.36484
XP_004865944.1,ENSRNOP00000047240,54.93,68.46,0.3326,0.9119,0.36471
XP_004852056.1,ENSRNOP00000012806,78.21,82.91,0.1421,0.3901,0.36438
XP_004869499.1,ENSRNOP00000036771,65.97,74.06,0.2455,0.6741,0.36417
XP_004838785.1,ENSRNOP00000021537,75.5,79.33,0.1768,0.4855,0.36412
XP_004858808.1,ENSRNOP00000000058,69.06,75.64,0.2255,0.6205,0.36345
XP_004865084.1,ENSRNOP00000013786,72.17,77.24,0.1966,0.5415,0.36301
XP_004839613.1,ENSRNOP00000011971,72.37,79.39,0.1769,0.4873,0.36296
XP_004857719.1,ENSRNOP00000055322,64.82,75.38,0.2407,0.6633,0.36286
XP_004837236.1,ENSRNOP00000009156,71.48,80.28,0.1712,0.4721,0.36263
XP_004862544.1,ENSRNOP00000013384,73.91,80.1,0.1714,0.4727,0.36257
XP_004862335.1,ENSRNOP00000036615,53.58,65.02,0.3802,1.0489,0.36251
XP_004872634.1,ENSRNOP00000041317,72.76,80.98,0.1633,0.4505,0.36248
XP_004873657.1,ENSRNOP00000040367,62.58,72.04,0.2786,0.7686,0.36247
XP_004869388.1,ENSRNOP00000036772,67.38,72.68,0.2581,0.7123,0.36232
XP_004841539.1,ENSRNOP00000010151,61.45,72.15,0.269,0.7427,0.36223
XP_004844394.1,ENSRNOP00000020870,50.33,57.08,0.5752,1.589,0.36198
XP_004870209.1,ENSRNOP00000023411,66.95,75.59,0.2254,0.6228,0.36188
XP_004852447.1,ENSRNOP00000028218,70.17,76.41,0.2218,0.613,0.3618
XP_004860127.1,ENSRNOP00000059401,71.27,77.95,0.1947,0.539,0.36125
XP_004838518.1,ENSRNOP00000008757,69.11,78.89,0.2047,0.567,0.36111
XP_004871891.1,ENSRNOP00000034890,70.55,77.4,0.2005,0.5553,0.36097
XP_004849531.1,ENSRNOP00000007710,71.46,79.39,0.1851,0.5129,0.36089
XP_004847453.1,ENSRNOP00000034638,75.23,80.01,0.1703,0.4728,0.36025
XP_004869503.1,ENSRNOP00000021915,52.34,66.22,0.3947,1.0957,0.36021
XP_004874630.1,ENSRNOP00000017707,73.22,81.34,0.1654,0.4592,0.36014
XP_004839354.1,ENSRNOP00000067694,58.07,67.98,0.3487,0.9688,0.3599
XP_004858044.1,ENSRNOP00000043376,73.29,81.69,0.1592,0.4426,0.3598
XP_004873891.1,ENSRNOP00000026395,58.43,70.47,0.3104,0.8628,0.35976
XP_004873995.1,ENSRNOP00000012386,90.15,92.44,0.053,0.1474,0.35969
XP_004871645.1,ENSRNOP00000034132,71.05,79,0.1872,0.5206,0.35967
XP_004848135.1,ENSRNOP00000035433,65.61,75.61,0.2295,0.6382,0.35965
XP_004860690.1,ENSRNOP00000055958,59.12,68.34,0.3353,0.9329,0.35944
XP_004848457.1,ENSRNOP00000067487,69.97,79.01,0.1926,0.5362,0.35923
XP_004861741.1,ENSRNOP00000034442,77.97,83.58,0.1354,0.377,0.35919
XP_004852098.1,ENSRNOP00000009000,75.83,82.59,0.1455,0.4053,0.35902
XP_004857471.1,ENSRNOP00000020676,70.26,77.56,0.1974,0.5499,0.35896
XP_004872094.1,ENSRNOP00000034829,60.87,70.05,0.298,0.8308,0.35862
XP_004859857.1,ENSRNOP00000030534,64.2,73.13,0.2513,0.7012,0.35841
XP_004855817.1,ENSRNOP00000043936,51.58,63.04,0.4121,1.1502,0.35825
XP_004870063.1,ENSRNOP00000035928,64.65,73.8,0.2639,0.7377,0.35773
XP_004852830.1,ENSRNOP00000032416,64.99,73.95,0.2438,0.682,0.35741
XP_004836551.1,ENSRNOP00000030691,60.6,70.81,0.2845,0.7961,0.35734
XP_004844730.1,ENSRNOP00000063467,70.56,75.65,0.217,0.6075,0.35726
XP_004873006.1,ENSRNOP00000018766,75.21,79.55,0.1805,0.5056,0.35696
XP_004838528.1,ENSRNOP00000011455,76.27,82.38,0.1467,0.4112,0.35683
XP_004856369.1,ENSRNOP00000011692,71.62,78.46,0.1877,0.5262,0.35665
XP_004875179.1,ENSRNOP00000017867,54.97,61.68,0.4249,1.1923,0.35639
XP_004857305.1,ENSRNOP00000039691,70.15,76.98,0.2036,0.5715,0.35627
XP_004848103.1,ENSRNOP00000039770,60.93,70.67,0.2908,0.8184,0.35532
XP_004847812.1,ENSRNOP00000022022,62.64,71.25,0.2812,0.7916,0.35526
XP_004842412.1,ENSRNOP00000032595,67.66,75.45,0.2227,0.6271,0.3551
XP_004871668.1,ENSRNOP00000034316,72.81,82.46,0.1512,0.4257,0.35507
XP_004854182.1,ENSRNOP00000052987,67.49,76.32,0.2122,0.598,0.35489
XP_004853817.1,ENSRNOP00000026556,70.79,78.69,0.1877,0.5291,0.35476
XP_004842607.1,ENSRNOP00000030496,60.9,70.3,0.3006,0.8478,0.35461
XP_004843410.1,ENSRNOP00000000826,64.9,74.56,0.2345,0.6613,0.3546
XP_004844090.1,ENSRNOP00000053507,64.47,71.17,0.2789,0.7866,0.35449
XP_004870417.1,ENSRNOP00000005661,84.18,87.38,0.0967,0.2728,0.35443
XP_004845971.1,ENSRNOP00000054237,53.18,65.96,0.3675,1.0374,0.35428
XP_004858528.1,ENSRNOP00000003274,55.84,67.97,0.3243,0.9171,0.35358
XP_004872368.1,ENSRNOP00000006787,56.54,69.23,0.3163,0.8951,0.35337
XP_004856742.1,ENSRNOP00000046830,68.86,76.97,0.2113,0.5982,0.35328
XP_004844122.1,ENSRNOP00000032548,48.74,65.97,0.4001,1.1327,0.35318
XP_004843226.1,ENSRNOP00000022128,64.23,71.11,0.2806,0.7947,0.35314
XP_004848417.1,ENSRNOP00000018006,69.57,77.9,0.1932,0.5471,0.35303
XP_004859103.1,ENSRNOP00000053791,70.7,77.11,0.2021,0.5726,0.35293
XP_004867591.1,ENSRNOP00000029740,60.07,72.68,0.2886,0.8177,0.35293
XP_004858171.1,ENSRNOP00000052022,59.93,71.48,0.2743,0.7775,0.35278
XP_004870715.1,ENSRNOP00000032329,66.51,74.29,0.235,0.6674,0.35208
XP_004841366.1,ENSRNOP00000048378,61.04,69.45,0.3181,0.9041,0.35185
XP_004872142.1,ENSRNOP00000020332,73.58,77.99,0.1899,0.5402,0.35158
XP_004871187.1,ENSRNOP00000015473,59.55,71.16,0.3274,0.9313,0.35153
XP_004865497.1,ENSRNOP00000008341,62.16,70.45,0.2919,0.831,0.35121
XP_004873943.1,ENSRNOP00000023657,70.76,76.8,0.2072,0.59,0.35112
XP_004859866.1,ENSRNOP00000013771,73.45,78.34,0.1879,0.5353,0.35109
XP_004845946.1,ENSRNOP00000011196,62.5,72.06,0.268,0.7641,0.35069
XP_004849615.1,ENSRNOP00000002083,75.29,80.6,0.1628,0.4646,0.35041
XP_004863466.1,ENSRNOP00000025651,72.99,78.87,0.1797,0.513,0.3503
XP_004849708.1,ENSRNOP00000037162,70.62,77.49,0.202,0.5768,0.35028
XP_004874795.1,ENSRNOP00000043743,51.92,63.03,0.4192,1.1973,0.35014
XP_004855459.1,ENSRNOP00000028965,71.57,77.53,0.1939,0.5547,0.34958
XP_004871876.1,ENSRNOP00000059509,70.37,73.96,0.2369,0.6777,0.34952
XP_004837150.1,ENSRNOP00000005297,65.61,75.03,0.2323,0.6648,0.3494
XP_004870308.1,ENSRNOP00000066367,68,74.96,0.2278,0.6521,0.34929
XP_004848720.1,ENSRNOP00000017937,67.5,74.8,0.2276,0.6517,0.34924
XP_004835726.1,ENSRNOP00000004023,72.89,78.87,0.1781,0.5105,0.34892
XP_004858827.1,ENSRNOP00000053854,69.3,75.93,0.2207,0.6326,0.34887
XP_004846227.1,ENSRNOP00000000302,56.68,67.36,0.3312,0.9496,0.34878
XP_004837741.1,ENSRNOP00000047177,66.25,73.71,0.245,0.7027,0.34862
XP_004844806.1,ENSRNOP00000018252,60.74,68.12,0.3232,0.9273,0.34858
XP_004843110.1,ENSRNOP00000056415,60.07,66.79,0.35,1.005,0.34825
XP_004842179.1,ENSRNOP00000040894,79.15,84.09,0.1275,0.3662,0.34817
XP_004851159.1,ENSRNOP00000020414,71.28,78.72,0.1822,0.5236,0.34793
XP_004866204.1,ENSRNOP00000055729,68.72,76.71,0.2119,0.6098,0.34749
XP_004834490.1,ENSRNOP00000022105,78.61,84.25,0.1294,0.3724,0.34746
XP_004835629.1,ENSRNOP00000006509,75.5,83.67,0.1351,0.3891,0.3472
XP_004847739.1,ENSRNOP00000019361,71.78,80.2,0.1724,0.4972,0.3468
XP_004836687.1,ENSRNOP00000034235,61.81,73.15,0.2664,0.7688,0.34651
XP_004872717.1,ENSRNOP00000054530,75.3,79.56,0.1692,0.4884,0.34642
XP_004870753.1,ENSRNOP00000000123,72.29,77.91,0.1988,0.5747,0.34587
XP_004873663.1,ENSRNOP00000046194,64.29,73.17,0.2559,0.7406,0.34556
XP_004849958.1,ENSRNOP00000017691,61.89,73.68,0.254,0.7356,0.34537
XP_004839874.1,ENSRNOP00000013865,65.79,71.77,0.2617,0.7578,0.34536
XP_004868204.1,ENSRNOP00000036469,70.62,78.86,0.1855,0.5374,0.34525
XP_004872736.1,ENSRNOP00000037695,76.85,80.91,0.1591,0.4619,0.34449
XP_004834770.1,ENSRNOP00000066105,74.8,81.95,0.1503,0.4366,0.34433
XP_004921191.1,ENSRNOP00000049377,60.64,70.39,0.3011,0.8748,0.34425
XP_004855953.1,ENSRNOP00000019747,73.54,81.38,0.1613,0.4686,0.34419
XP_004835710.1,ENSRNOP00000003773,72.97,79.74,0.1695,0.4929,0.34394
XP_004864123.1,ENSRNOP00000061330,75.71,80.3,0.1658,0.4821,0.34387
XP_004870840.1,ENSRNOP00000054372,64.71,68.55,0.3078,0.8954,0.34375
XP_004842872.1,ENSRNOP00000032779,66.1,74.01,0.2374,0.6913,0.34336
XP_004845620.1,ENSRNOP00000035305,60.54,71.15,0.2744,0.7996,0.3431
XP_004864373.1,ENSRNOP00000036334,64.14,73.63,0.2593,0.7567,0.3427
XP_004860360.1,ENSRNOP00000009227,65.03,76.31,0.2312,0.6754,0.34226
XP_004863309.1,ENSRNOP00000023802,76.02,81.06,0.1538,0.4493,0.34226
XP_004868283.1,ENSRNOP00000052353,68.15,75.74,0.2255,0.6589,0.3422
XP_004858638.1,ENSRNOP00000042838,77.96,78.78,0.1864,0.5454,0.34169
XP_004846155.1,ENSRNOP00000057163,69.53,74.31,0.2383,0.6975,0.34167
XP_004866447.1,ENSRNOP00000025222,76.4,81.19,0.1506,0.4409,0.34159
XP_004838615.1,ENSRNOP00000066796,72.73,78.4,0.1813,0.5311,0.34141
XP_004865125.1,ENSRNOP00000013619,64.15,75,0.2332,0.6833,0.34131
XP_004861329.1,ENSRNOP00000003498,69.09,76.66,0.2055,0.6023,0.34123
XP_004838534.1,ENSRNOP00000033267,62.44,71.63,0.2875,0.8426,0.34119
XP_004860780.1,ENSRNOP00000011560,68.74,76.76,0.2195,0.644,0.34086
XP_004849016.1,ENSRNOP00000043432,68.7,77.26,0.2045,0.6011,0.34024
XP_004861368.1,ENSRNOP00000042922,83.68,85.74,0.1073,0.3155,0.34012
XP_004848269.1,ENSRNOP00000009677,80.38,83.97,0.1296,0.3811,0.33998
XP_004851849.1,ENSRNOP00000061260,53.36,64.21,0.432,1.2713,0.33985
XP_004867693.1,ENSRNOP00000017339,67.11,74.96,0.2297,0.6764,0.33962
XP_004857205.1,ENSRNOP00000029945,73.99,79.86,0.1687,0.4969,0.3396
XP_004836821.1,ENSRNOP00000016187,66.67,71.53,0.2757,0.8121,0.33947
XP_004854835.1,ENSRNOP00000057958,65,74.23,0.2383,0.7021,0.33941
XP_004854195.1,ENSRNOP00000025249,52.46,66.67,0.4429,1.3053,0.33926
XP_004837175.1,ENSRNOP00000016479,63.96,74.77,0.2514,0.7412,0.33922
XP_004839222.1,ENSRNOP00000010586,65.48,73.78,0.2587,0.763,0.33907
XP_004836594.1,ENSRNOP00000055416,70.1,73.81,0.2426,0.7165,0.33862
XP_004844777.1,ENSRNOP00000024322,75.84,83.01,0.1423,0.4203,0.33852
XP_004864387.1,ENSRNOP00000066861,66.86,72.29,0.256,0.7564,0.33838
XP_004864617.1,ENSRNOP00000024667,80.26,83.33,0.1277,0.3777,0.33818
XP_004860365.1,ENSRNOP00000013285,63.71,72.31,0.2601,0.7692,0.33817
XP_004838317.1,ENSRNOP00000022056,56.35,68.39,0.3283,0.971,0.33814
XP_004869214.1,ENSRNOP00000052583,12.66,30.29,1.8517,5.4766,0.33811
XP_004838423.1,ENSRNOP00000038898,72.98,78.74,0.1876,0.5559,0.33748
XP_004871414.1,ENSRNOP00000067159,60.48,66.47,0.3394,1.0064,0.33729
XP_004863294.1,ENSRNOP00000024803,62.15,72.2,0.2687,0.7966,0.33725
XP_004856132.1,ENSRNOP00000026186,60.39,70.98,0.2893,0.858,0.33716
XP_004860119.1,ENSRNOP00000036164,76.05,79.44,0.1761,0.5227,0.33702
XP_004840316.1,ENSRNOP00000017955,70.45,78.79,0.185,0.5492,0.33687
XP_004858066.1,ENSRNOP00000046981,73.75,80.38,0.1627,0.4833,0.33663
XP_004835616.1,ENSRNOP00000037957,41.58,51.65,0.6417,1.907,0.33651
XP_004835932.1,ENSRNOP00000011794,79.81,86.05,0.1101,0.3272,0.33639
XP_004921140.1,ENSRNOP00000000203,57.41,69.35,0.3142,0.9344,0.33623
XP_004838471.1,ENSRNOP00000035304,72.51,79.15,0.1747,0.5197,0.3361
XP_004847311.1,ENSRNOP00000004128,56.3,71.29,0.302,0.8987,0.33603
XP_004860191.1,ENSRNOP00000017293,60.74,71.87,0.2849,0.8483,0.3359
XP_004855891.1,ENSRNOP00000020817,68.38,77.95,0.2003,0.5965,0.33584
XP_004838821.1,ENSRNOP00000028020,51.48,57.38,0.5071,1.5114,0.33551
XP_004860567.1,ENSRNOP00000021486,69.85,77.84,0.1877,0.5598,0.33534
