SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks
XP_004866453.1,ENSCPOP00000004064,74.29,80.85,0.1927,0.3552,0.54244
XP_004862887.1,ENSCPOP00000016465,77.88,85.25,0.1423,0.2624,0.54226
XP_004835225.1,ENSCPOP00000003959,66.02,79.28,0.2215,0.4092,0.54131
XP_004856739.1,ENSCPOP00000010682,76.25,85.24,0.1405,0.26,0.54053
XP_004836154.1,ENSCPOP00000020540,81.44,88.44,0.1046,0.1936,0.54049
XP_004869388.1,ENSCPOP00000001138,75.97,84.12,0.1489,0.2755,0.54045
XP_004837469.1,ENSCPOP00000011600,76.94,85.73,0.139,0.2572,0.54028
XP_004862334.1,ENSCPOP00000008229,47.79,59.3,0.524,0.97,0.54025
XP_004838393.1,ENSCPOP00000015959,65.24,72.86,0.2959,0.5494,0.53854
XP_004861777.1,ENSCPOP00000002654,65.13,74.16,0.2807,0.5221,0.53769
XP_004853627.1,ENSCPOP00000001368,74.9,84.51,0.1517,0.2821,0.53768
XP_004870669.1,ENSCPOP00000016556,83.75,90.83,0.086,0.16,0.53768
XP_004840928.1,ENSCPOP00000002180,68.93,78.35,0.2198,0.4092,0.5371
XP_004837896.1,ENSCPOP00000000037,76.52,85.39,0.1393,0.2599,0.53591
XP_004861412.1,ENSCPOP00000008919,83.12,89.33,0.0946,0.1765,0.53573
XP_004854964.1,ENSCPOP00000011160,85.61,91.22,0.0783,0.1461,0.5356
XP_004844950.1,ENSCPOP00000010438,85.2,90.43,0.0862,0.1611,0.53516
XP_004869580.1,ENSCPOP00000019559,75.16,83.86,0.1533,0.2864,0.53502
XP_004871278.1,ENSCPOP00000017860,71.81,76.21,0.2495,0.4666,0.53474
XP_004867768.1,ENSCPOP00000000994,65.34,75.84,0.2491,0.4665,0.53406
XP_004843737.1,ENSCPOP00000000362,38.73,51.79,0.7306,1.369,0.53367
XP_004870708.1,ENSCPOP00000009187,74.76,81.02,0.1875,0.3516,0.53332
XP_004844585.1,ENSCPOP00000009371,78.83,86.16,0.1312,0.2464,0.53232
XP_004851493.1,ENSCPOP00000003477,74.34,84.11,0.1491,0.281,0.53071
XP_004840489.1,ENSCPOP00000005129,82.22,88.73,0.1015,0.1913,0.53056
XP_004858299.1,ENSCPOP00000011535,84.68,90.39,0.0834,0.1577,0.52872
XP_004862335.1,ENSCPOP00000008208,61.03,72.3,0.3009,0.5696,0.52829
XP_004848994.1,ENSCPOP00000006471,19.77,34.22,1.9342,3.6654,0.5277
XP_004856007.1,ENSCPOP00000006213,75.96,85.23,0.1419,0.2689,0.52763
XP_004921199.1,ENSCPOP00000006151,76.06,82.46,0.1732,0.3289,0.52662
XP_004856571.1,ENSCPOP00000013818,73.46,84.14,0.1534,0.2921,0.5254
XP_004848131.1,ENSCPOP00000009316,78.66,85.54,0.1336,0.2543,0.52539
XP_004857755.1,ENSCPOP00000009226,71.99,79.77,0.2096,0.3991,0.52517
XP_004868449.1,ENSCPOP00000019092,73.46,84,0.1583,0.3015,0.52507
XP_004868576.1,ENSCPOP00000004495,60.58,73.95,0.2722,0.5188,0.52471
XP_004921254.1,ENSCPOP00000014843,61.3,73.57,0.305,0.5814,0.52456
XP_004848626.1,ENSCPOP00000012923,86.46,91.35,0.077,0.1469,0.52376
XP_004862717.1,ENSCPOP00000006170,61.6,70.67,0.3242,0.619,0.52372
XP_004853356.1,ENSCPOP00000001751,67.24,78.16,0.2205,0.4211,0.52354
XP_004844765.1,ENSCPOP00000006175,68.72,76.36,0.2489,0.4759,0.5229
XP_004859205.1,ENSCPOP00000001326,70.03,78.87,0.2148,0.411,0.52275
XP_004863021.1,ENSCPOP00000007124,87.55,90.9,0.0799,0.1528,0.52271
XP_004861637.1,ENSCPOP00000012712,84.46,89.81,0.0907,0.1741,0.52092
XP_004864074.1,ENSCPOP00000006334,74.64,83.22,0.159,0.3053,0.52079
XP_004857760.1,ENSCPOP00000012394,72.35,74.23,0.2698,0.5185,0.52035
XP_004860127.1,ENSCPOP00000003718,80.11,87.18,0.1162,0.2235,0.5201
XP_004845886.1,ENSCPOP00000004716,78.2,85.46,0.136,0.2618,0.51939
XP_004838530.1,ENSCPOP00000000918,78.07,82.26,0.1679,0.3234,0.51914
XP_004836456.1,ENSCPOP00000009746,82.96,89.01,0.0975,0.1879,0.51877
XP_004841600.1,ENSCPOP00000005584,76.69,84.68,0.1508,0.2908,0.51857
XP_004847628.1,ENSCPOP00000002547,66.37,76.38,0.2458,0.4741,0.5185
XP_004834016.1,ENSCPOP00000007054,74.83,84.58,0.1529,0.2949,0.51841
XP_004874082.1,ENSCPOP00000010637,64.02,73.63,0.2841,0.5495,0.51699
XP_004839922.1,ENSCPOP00000001934,70.12,79.69,0.1993,0.3861,0.51611
XP_004864123.1,ENSCPOP00000011161,86.23,90.69,0.081,0.157,0.51584
XP_004872185.1,ENSCPOP00000003410,76.04,84.16,0.1528,0.2966,0.5152
XP_004851354.1,ENSCPOP00000014446,66.46,73.78,0.2764,0.5372,0.51454
XP_004845440.1,ENSCPOP00000005466,67.37,76.27,0.2416,0.4695,0.51451
XP_004866780.1,ENSCPOP00000017302,76.19,87.7,0.1194,0.2321,0.51421
XP_004857719.1,ENSCPOP00000006495,84.89,90.93,0.0798,0.1553,0.51419
XP_004844525.1,ENSCPOP00000019235,71.48,80.45,0.1922,0.3739,0.51414
XP_004847925.1,ENSCPOP00000010119,73.82,82.17,0.1719,0.3344,0.51396
XP_004851529.1,ENSCPOP00000013793,84.29,91.19,0.079,0.154,0.51293
XP_004848417.1,ENSCPOP00000014012,82.61,88.04,0.1054,0.2054,0.51293
XP_004855469.1,ENSCPOP00000002674,82.2,88.56,0.1066,0.2077,0.51291
XP_004838749.1,ENSCPOP00000014025,79.6,86.65,0.1234,0.2407,0.51264
XP_004865330.1,ENSCPOP00000014797,75.96,86.39,0.1321,0.2577,0.5125
XP_004873995.1,ENSCPOP00000010831,94.05,96.1,0.0312,0.061,0.51192
XP_004834299.1,ENSCPOP00000016145,84.25,89.03,0.0975,0.1905,0.51179
XP_004863213.1,ENSCPOP00000009949,88.83,92.88,0.0587,0.1148,0.51128
XP_004858808.1,ENSCPOP00000011841,81.33,88.3,0.1061,0.2075,0.5111
XP_004849615.1,ENSCPOP00000004059,86.83,90.74,0.0793,0.1552,0.51086
XP_004845318.1,ENSCPOP00000007959,76.29,84.88,0.1405,0.2755,0.50993
XP_004850087.1,ENSCPOP00000017965,78.04,85.23,0.1403,0.2754,0.50951
XP_004873684.1,ENSCPOP00000012960,81.3,87.8,0.111,0.2179,0.5093
XP_004875253.1,ENSCPOP00000007001,80.65,87.85,0.1103,0.2168,0.50898
XP_004856936.1,ENSCPOP00000004995,74.54,82,0.1782,0.3503,0.50876
XP_004872555.1,ENSCPOP00000020239,15.15,35.26,2.2666,4.4563,0.50863
XP_004851341.1,ENSCPOP00000015391,76.19,83.17,0.1585,0.3116,0.5086
XP_004867261.1,ENSCPOP00000020095,73.57,83.33,0.1615,0.3176,0.50846
XP_004861651.1,ENSCPOP00000009493,79.69,87.24,0.1149,0.2262,0.5078
XP_004840254.1,ENSCPOP00000019482,74.46,80.22,0.1925,0.379,0.50779
XP_004867585.1,ENSCPOP00000010453,83.82,88.53,0.1035,0.2038,0.50777
XP_004848421.1,ENSCPOP00000014015,67.93,78.25,0.2151,0.4238,0.50758
XP_004843047.1,ENSCPOP00000005329,80.21,87.38,0.116,0.2286,0.50736
XP_004838619.1,ENSCPOP00000003254,82.97,88.91,0.0987,0.1947,0.5072
XP_004868040.1,ENSCPOP00000000641,83.98,87.59,0.1075,0.2119,0.50706
XP_004838452.1,ENSCPOP00000005607,78.43,86.21,0.1249,0.2463,0.50698
XP_004842077.1,ENSCPOP00000014915,55.32,66.19,0.4687,0.9248,0.50684
XP_004851211.1,ENSCPOP00000005070,70.66,81.21,0.1829,0.3612,0.50647
XP_004862558.1,ENSCPOP00000006864,82.08,87.86,0.1096,0.2165,0.50625
XP_004855821.1,ENSCPOP00000012241,70.09,78.6,0.2152,0.4252,0.50606
XP_004852349.1,ENSCPOP00000012322,81.22,87.48,0.1115,0.2206,0.50549
XP_004834114.1,ENSCPOP00000008020,80.95,86.84,0.1181,0.2339,0.50505
XP_004870840.1,ENSCPOP00000002204,70.47,75.06,0.255,0.5053,0.50461
XP_004854225.1,ENSCPOP00000002063,88.59,90.75,0.08,0.1586,0.50445
XP_004851517.1,ENSCPOP00000003513,83.48,89.57,0.0939,0.1861,0.50425
XP_004834879.1,ENSCPOP00000011479,72.84,82.45,0.168,0.3333,0.50412
XP_004870063.1,ENSCPOP00000011753,78.25,87.01,0.1196,0.2373,0.50382
XP_004855507.1,ENSCPOP00000007047,71.45,82.4,0.1748,0.3472,0.50333
XP_004840718.1,ENSCPOP00000017622,71.49,79.08,0.2092,0.4156,0.5033
XP_004850032.1,ENSCPOP00000000309,85.04,89.92,0.0922,0.1834,0.50293
XP_004840846.1,ENSCPOP00000000394,82.39,88.61,0.1036,0.206,0.50283
XP_004873245.1,ENSCPOP00000014071,74.43,83.23,0.1609,0.3199,0.50277
XP_004870715.1,ENSCPOP00000020829,80.71,87.02,0.1161,0.2312,0.50241
XP_004866998.1,ENSCPOP00000003742,70.52,81.41,0.1854,0.37,0.50115
XP_004866113.1,ENSCPOP00000020225,58.27,70.26,0.3624,0.7231,0.50113
XP_004851658.1,ENSCPOP00000006521,79.53,85.91,0.1268,0.2532,0.50067
XP_004839422.1,ENSCPOP00000012584,74.51,79.1,0.2057,0.4125,0.49878
XP_004867288.1,ENSCPOP00000001888,75.47,84.07,0.1511,0.3032,0.49833
XP_004841982.1,ENSCPOP00000018024,45.59,62.91,0.479,0.9621,0.49789
XP_004853870.1,ENSCPOP00000000533,82.39,88.17,0.104,0.2092,0.49706
XP_004869611.1,ENSCPOP00000015549,67.95,78.21,0.2216,0.4458,0.49705
XP_004837189.1,ENSCPOP00000001450,72.69,79.32,0.2034,0.4093,0.49694
XP_004836405.1,ENSCPOP00000016001,83.31,87.27,0.1115,0.2243,0.49681
XP_004862039.1,ENSCPOP00000013295,79.25,86.31,0.123,0.2477,0.49659
XP_004865289.1,ENSCPOP00000011165,75.33,82.84,0.1613,0.3249,0.4965
XP_004856749.1,ENSCPOP00000009086,72.58,80.91,0.1842,0.3712,0.49613
XP_004858045.1,ENSCPOP00000006215,80.34,86.99,0.122,0.246,0.49605
XP_004921117.1,ENSCPOP00000017229,63.46,75,0.2707,0.5459,0.49588
XP_004848787.1,ENSCPOP00000008846,59.65,69.18,0.3536,0.7132,0.49586
XP_004873060.1,ENSCPOP00000016789,66.17,76.95,0.2449,0.4941,0.49572
XP_004842363.1,ENSCPOP00000018050,81.67,88.24,0.1043,0.2104,0.49562
XP_004854954.1,ENSCPOP00000010918,80.75,88.05,0.1093,0.2206,0.4955
XP_004843382.1,ENSCPOP00000016476,48.95,58.74,0.5107,1.0307,0.49547
XP_004855891.1,ENSCPOP00000003652,80.52,86.83,0.121,0.2442,0.49538
XP_004854840.1,ENSCPOP00000008916,73.44,82.84,0.1505,0.3041,0.49501
XP_004864597.1,ENSCPOP00000004139,83.43,88.86,0.0957,0.1935,0.49464
XP_004868204.1,ENSCPOP00000003572,82.68,88.79,0.0989,0.2001,0.49433
XP_004855817.1,ENSCPOP00000012916,66.77,76.69,0.2356,0.4767,0.49423
XP_004871529.1,ENSCPOP00000011670,64.01,75.43,0.2504,0.5072,0.49375
XP_004863068.1,ENSCPOP00000011767,90.2,93.46,0.0532,0.1079,0.4936
XP_004836165.1,ENSCPOP00000004288,82.5,89.33,0.0955,0.1936,0.49324
XP_004858171.1,ENSCPOP00000018084,80.14,86.76,0.1189,0.2411,0.49301
XP_004857066.1,ENSCPOP00000014417,71.33,81.35,0.184,0.3732,0.49297
XP_004868612.1,ENSCPOP00000016578,67.95,77.46,0.2374,0.4818,0.49278
XP_004855918.1,ENSCPOP00000009542,80.78,87.26,0.1154,0.2343,0.49228
XP_004847798.1,ENSCPOP00000010799,79.01,87.04,0.1169,0.2377,0.49188
XP_004845227.1,ENSCPOP00000005949,76.21,83.74,0.1485,0.3022,0.49125
XP_004849531.1,ENSCPOP00000006682,84.46,89.83,0.0879,0.1789,0.49115
XP_004844496.1,ENSCPOP00000003699,78.36,86.82,0.1182,0.2409,0.49084
XP_004834985.1,ENSCPOP00000013729,63.26,74.42,0.2665,0.5432,0.49068
XP_004852487.1,ENSCPOP00000006085,74.6,81.45,0.173,0.3526,0.49052
XP_004868774.1,ENSCPOP00000003218,75.38,82.24,0.1745,0.3559,0.49037
XP_004842981.1,ENSCPOP00000014539,72.54,80.51,0.2001,0.4081,0.49037
XP_004864373.1,ENSCPOP00000008526,77.83,86.18,0.1298,0.2648,0.49023
XP_004857593.1,ENSCPOP00000007169,70.31,75.52,0.2517,0.5134,0.49013
XP_004835217.1,ENSCPOP00000001365,80.3,86.48,0.1212,0.2473,0.49012
XP_004834512.1,ENSCPOP00000008304,81.74,88.33,0.1037,0.2119,0.4893
XP_004858672.1,ENSCPOP00000010137,82.19,85.18,0.1382,0.2826,0.48923
XP_004853157.1,ENSCPOP00000000581,72.01,81.42,0.1759,0.3596,0.48914
XP_004867011.1,ENSCPOP00000003220,69.72,80.06,0.2125,0.4345,0.48904
XP_004864765.1,ENSCPOP00000007616,72.04,78.14,0.2137,0.4373,0.48869
XP_004841892.1,ENSCPOP00000006836,88.29,92.03,0.069,0.1413,0.48799
XP_004849649.1,ENSCPOP00000013780,48.9,66.3,0.4294,0.88,0.48796
XP_004850639.1,ENSCPOP00000014925,60.45,72.13,0.311,0.6374,0.48789
XP_004859866.1,ENSCPOP00000007864,81.87,87.18,0.1113,0.2282,0.48783
XP_004861532.1,ENSCPOP00000004423,76.67,82.52,0.1659,0.3402,0.48766
XP_004835872.1,ENSCPOP00000005003,80.75,87.59,0.1127,0.2312,0.4873
XP_004837840.1,ENSCPOP00000012825,84,88.31,0.1025,0.2103,0.48724
XP_004841145.1,ENSCPOP00000018734,73.98,82.82,0.1599,0.3282,0.48719
XP_004851438.1,ENSCPOP00000005246,87.41,91.85,0.0711,0.146,0.48712
XP_004839588.1,ENSCPOP00000001922,76.53,83.33,0.1533,0.3151,0.48636
XP_004848767.1,ENSCPOP00000016262,70.3,76.9,0.2282,0.4692,0.48626
XP_004870692.1,ENSCPOP00000018760,77.4,87.41,0.1155,0.2376,0.48607
XP_004854821.1,ENSCPOP00000004635,75.45,85.77,0.136,0.2799,0.486
XP_004854881.1,ENSCPOP00000008189,82.22,89.15,0.0974,0.2004,0.48589
XP_004852849.1,ENSCPOP00000020467,75.23,83.64,0.1497,0.3082,0.48585
XP_004868296.1,ENSCPOP00000013770,76.94,85.28,0.141,0.2904,0.48568
XP_004844330.1,ENSCPOP00000012648,81.9,87.86,0.1081,0.2225,0.48556
XP_004839593.1,ENSCPOP00000013673,60.93,71.19,0.333,0.6864,0.48518
XP_004840635.1,ENSCPOP00000011566,86.27,90.73,0.0779,0.1611,0.4837
XP_004842191.1,ENSCPOP00000006919,74.53,82.81,0.1631,0.3373,0.48343
XP_004869786.1,ENSCPOP00000001927,65.89,76.93,0.2355,0.4878,0.48271
XP_004856343.1,ENSCPOP00000010228,78.2,83.83,0.1485,0.3077,0.48269
XP_004871290.1,ENSCPOP00000001498,74.39,82.12,0.1751,0.363,0.48236
XP_004865049.1,ENSCPOP00000017129,79.47,85.21,0.1351,0.2801,0.48231
XP_004856678.1,ENSCPOP00000011734,73.85,82.82,0.1621,0.3361,0.48214
XP_004839398.1,ENSCPOP00000003044,79.32,86.71,0.1217,0.2524,0.48207
XP_004864814.1,ENSCPOP00000006686,80.8,86.59,0.1175,0.2439,0.48195
XP_004861431.1,ENSCPOP00000008209,85.48,89.11,0.0955,0.1983,0.4817
XP_004863577.1,ENSCPOP00000000201,76.9,83.7,0.1491,0.3097,0.48128
XP_004861586.1,ENSCPOP00000013322,82.95,89.51,0.0926,0.1926,0.48076
XP_004850225.1,ENSCPOP00000011626,83.3,89.02,0.0958,0.1994,0.48057
XP_004849783.1,ENSCPOP00000010311,78.11,85.88,0.127,0.2644,0.48025
XP_004873795.1,ENSCPOP00000006634,79.29,86.19,0.1236,0.2575,0.48004
XP_004872069.1,ENSCPOP00000000428,84.84,90.08,0.0859,0.1789,0.47993
XP_004841701.1,ENSCPOP00000019567,72.73,81.37,0.1757,0.3663,0.47961
XP_004840608.1,ENSCPOP00000000549,39.68,52.38,0.6818,1.4228,0.47923
XP_004860179.1,ENSCPOP00000008492,75.11,82.94,0.1646,0.3437,0.47891
XP_004921272.1,ENSCPOP00000004292,80.49,85.6,0.1287,0.2691,0.47837
XP_004860587.1,ENSCPOP00000014026,74.01,82.35,0.1675,0.3509,0.47735
XP_004850887.1,ENSCPOP00000020003,80.24,80.44,0.1918,0.4018,0.47735
XP_004863273.1,ENSCPOP00000014521,72.16,77.07,0.2268,0.4753,0.4771
XP_004872647.1,ENSCPOP00000004597,93.88,95.51,0.0367,0.0769,0.47702
XP_004873130.1,ENSCPOP00000001633,90.59,93.28,0.0529,0.111,0.47699
XP_004838945.1,ENSCPOP00000012804,80,87.96,0.1086,0.2277,0.47678
XP_004840336.1,ENSCPOP00000009322,80.49,87.81,0.1103,0.2314,0.47659
XP_004855199.1,ENSCPOP00000001507,90.7,93.02,0.0563,0.1181,0.47655
XP_004848684.1,ENSCPOP00000006958,83.95,89.73,0.0891,0.1869,0.47642
XP_004858880.1,ENSCPOP00000010927,75.85,83.55,0.1526,0.3202,0.47642
XP_004853817.1,ENSCPOP00000000936,83.81,89.62,0.0903,0.1896,0.47641
XP_004835616.1,ENSCPOP00000013401,76.6,80.02,0.1893,0.3975,0.47622
XP_004862742.1,ENSCPOP00000014256,80.69,86.27,0.1228,0.2578,0.47615
XP_004842112.1,ENSCPOP00000008651,81.17,88.43,0.1033,0.217,0.47581
XP_004858815.1,ENSCPOP00000017951,81.85,87.2,0.1103,0.2322,0.47518
XP_004847312.1,ENSCPOP00000010126,60.65,74.01,0.2697,0.5686,0.47432
XP_004853158.1,ENSCPOP00000007775,78.17,85.24,0.1358,0.2866,0.47385
XP_004854154.1,ENSCPOP00000003208,81.16,87.92,0.1072,0.2264,0.47359
XP_004865089.1,ENSCPOP00000015162,87.25,91.34,0.0716,0.1512,0.4731
XP_004846370.1,ENSCPOP00000000829,74.71,83.76,0.1556,0.329,0.47287
XP_004855913.1,ENSCPOP00000017664,78.26,84.06,0.1437,0.3039,0.47274
XP_004867936.1,ENSCPOP00000004740,63.48,75.07,0.2681,0.5679,0.47199
XP_004840551.1,ENSCPOP00000012904,81.91,87.8,0.1064,0.2255,0.47186
XP_004852449.1,ENSCPOP00000012314,83.39,85.99,0.1243,0.2634,0.47183
XP_004841857.1,ENSCPOP00000011940,84.62,89.52,0.0919,0.1947,0.47177
XP_004854035.1,ENSCPOP00000009519,75.98,84.52,0.1426,0.3024,0.47167
XP_004853153.1,ENSCPOP00000011256,72.78,79.09,0.1762,0.3736,0.47161
XP_004849549.1,ENSCPOP00000018254,84.19,90.6,0.0802,0.1701,0.47151
XP_004850702.1,ENSCPOP00000019749,86.42,91.43,0.074,0.1571,0.4714
XP_004851629.1,ENSCPOP00000005029,66.77,76.67,0.2314,0.4909,0.47127
XP_004856207.1,ENSCPOP00000016899,70.07,76.88,0.2274,0.4825,0.47123
XP_004861497.1,ENSCPOP00000004860,94.26,96.28,0.0303,0.0644,0.47106
XP_004858044.1,ENSCPOP00000007120,84.39,89.38,0.0951,0.2021,0.4705
XP_004872931.1,ENSCPOP00000000839,80.71,87.69,0.1123,0.2387,0.47032
XP_004853204.1,ENSCPOP00000007445,82.94,88.98,0.0956,0.2033,0.47016
XP_004853442.1,ENSCPOP00000004821,80.82,87.57,0.1081,0.2301,0.47003
XP_004853003.1,ENSCPOP00000011925,75.07,81.87,0.1793,0.3816,0.46981
XP_004872634.1,ENSCPOP00000005344,82.66,88.17,0.1034,0.2203,0.46954
XP_004871984.1,ENSCPOP00000015317,74.03,82.54,0.1683,0.3588,0.46924
XP_004865452.1,ENSCPOP00000017180,68.42,79.82,0.2169,0.4624,0.46908
XP_004873651.1,ENSCPOP00000020093,76.19,81.93,0.1706,0.3638,0.46886
XP_004861329.1,ENSCPOP00000002626,82.65,87.38,0.1101,0.2348,0.4688
XP_004849905.1,ENSCPOP00000020605,65.68,72.91,0.2965,0.6331,0.4684
XP_004863420.1,ENSCPOP00000007057,83.05,87.96,0.1029,0.2199,0.46806
XP_004838917.1,ENSCPOP00000020465,72.07,80.74,0.1833,0.3916,0.46801
XP_004850646.1,ENSCPOP00000018910,70.56,79.56,0.2006,0.4288,0.46788
XP_004851402.1,ENSCPOP00000013812,68.84,80.57,0.1894,0.405,0.46762
XP_004856759.1,ENSCPOP00000019507,78.72,84.4,0.1392,0.298,0.46707
XP_004858066.1,ENSCPOP00000007499,83.46,89.21,0.0932,0.1997,0.46688
XP_004839084.1,ENSCPOP00000002769,73.3,82.62,0.1635,0.3503,0.46681
XP_004851029.1,ENSCPOP00000009771,80.71,87.01,0.1141,0.2444,0.4668
XP_004868035.1,ENSCPOP00000017867,84.84,88.4,0.0984,0.2111,0.46636
XP_004867591.1,ENSCPOP00000018323,77.23,86.1,0.13,0.2787,0.46625
XP_004855220.1,ENSCPOP00000005064,85.83,91.09,0.0745,0.1598,0.46617
XP_004859341.1,ENSCPOP00000012252,56.86,68.74,0.3469,0.7446,0.46582
XP_004853717.1,ENSCPOP00000019696,85.04,89.84,0.086,0.1847,0.4657
XP_004841893.1,ENSCPOP00000017211,76.04,82.33,0.1612,0.3462,0.46567
XP_004852447.1,ENSCPOP00000012308,79.75,86.26,0.1228,0.2639,0.46516
XP_004852056.1,ENSCPOP00000013907,84.29,88.57,0.0979,0.2105,0.46486
XP_004860552.1,ENSCPOP00000013243,81.99,89.23,0.0911,0.1961,0.46477
XP_004864314.1,ENSCPOP00000018367,86.22,90.71,0.0777,0.1672,0.46452
XP_004849535.1,ENSCPOP00000013667,80.27,85.67,0.1276,0.2747,0.4645
XP_004834756.1,ENSCPOP00000006217,78.67,85.36,0.1298,0.28,0.46353
XP_004874738.1,ENSCPOP00000009617,83.08,88.1,0.1051,0.2267,0.46343
XP_004862900.1,ENSCPOP00000000676,82.6,87.54,0.1078,0.2329,0.46277
XP_004854981.1,ENSCPOP00000003442,79.88,85.45,0.1333,0.2882,0.46265
XP_004867226.1,ENSCPOP00000000186,56.43,70.95,0.3132,0.6775,0.46225
XP_004856701.1,ENSCPOP00000014840,63.53,79.35,0.2197,0.4755,0.46213
XP_004857949.1,ENSCPOP00000016053,89.64,88.95,0.0967,0.2097,0.46139
XP_004848621.1,ENSCPOP00000002507,85.77,90.91,0.0802,0.1738,0.46138
XP_004873640.1,ENSCPOP00000005784,86.12,90.69,0.0776,0.1683,0.46083
XP_004854768.1,ENSCPOP00000011911,78.28,85.06,0.1316,0.2855,0.46076
XP_004866811.1,ENSCPOP00000003145,47.1,61.71,0.4767,1.035,0.46061
XP_004852499.1,ENSCPOP00000016528,77.34,83.59,0.1562,0.3392,0.46049
XP_004863238.1,ENSCPOP00000002689,81.79,87.76,0.1057,0.2295,0.46045
XP_004858754.1,ENSCPOP00000019940,78.16,81.5,0.1716,0.3728,0.46029
XP_004852823.1,ENSCPOP00000013848,81.84,87.36,0.1075,0.2338,0.4599
XP_004863047.1,ENSCPOP00000000369,84.59,86.91,0.1157,0.2517,0.45958
XP_004871807.1,ENSCPOP00000007452,73.29,80.99,0.1746,0.3808,0.45857
XP_004858907.1,ENSCPOP00000020673,67.06,73.33,0.2839,0.6201,0.4579
XP_004844350.1,ENSCPOP00000011141,73.37,83.19,0.1636,0.3572,0.45787
XP_004860187.1,ENSCPOP00000008998,81.42,87.54,0.1066,0.2328,0.45763
XP_004921183.1,ENSCPOP00000017014,76.3,83.46,0.1485,0.3245,0.45757
XP_004873719.1,ENSCPOP00000002908,59.39,68.41,0.3562,0.7785,0.45755
XP_004838916.1,ENSCPOP00000009866,85.02,89.86,0.0842,0.184,0.45748
XP_004846563.1,ENSCPOP00000011661,62.6,71.13,0.3168,0.6928,0.45736
XP_004845500.1,ENSCPOP00000016309,68.42,79.61,0.2002,0.4378,0.45727
XP_004840147.1,ENSCPOP00000005615,85.58,89.34,0.0917,0.2006,0.45722
XP_004842228.1,ENSCPOP00000012336,81.66,88.81,0.1014,0.2217,0.45718
XP_004836655.1,ENSCPOP00000018978,72.38,80.36,0.1851,0.4051,0.45693
XP_004863466.1,ENSCPOP00000011260,85.71,88.99,0.092,0.2015,0.45664
XP_004838615.1,ENSCPOP00000016565,83.55,89.09,0.0917,0.201,0.45643
XP_004861764.1,ENSCPOP00000001975,84.43,88.82,0.0951,0.2084,0.45638
XP_004854077.1,ENSCPOP00000001980,87.83,91.16,0.0715,0.1567,0.45618
XP_004864786.1,ENSCPOP00000008771,79.93,86.85,0.1157,0.2537,0.45604
XP_004858306.1,ENSCPOP00000012289,76.56,84.9,0.1314,0.2881,0.45604
XP_004875459.1,ENSCPOP00000006281,83.14,90.03,0.0906,0.1987,0.45599
XP_004857305.1,ENSCPOP00000003083,85.47,89.73,0.0841,0.1844,0.45597
XP_004843289.1,ENSCPOP00000017366,87.68,89.89,0.0836,0.1833,0.45596
XP_004867693.1,ENSCPOP00000018395,78.67,85.33,0.1326,0.2909,0.45591
XP_004856233.1,ENSCPOP00000020299,83.04,87.02,0.1086,0.2383,0.45589
XP_004854869.1,ENSCPOP00000009113,75.65,82.04,0.169,0.3707,0.45582
XP_004858827.1,ENSCPOP00000002643,78.07,83.82,0.1462,0.3211,0.45551
XP_004862439.1,ENSCPOP00000003173,81.53,87.51,0.1113,0.2446,0.45524
XP_004845957.1,ENSCPOP00000011896,79,83.56,0.1447,0.3179,0.45523
XP_004836275.1,ENSCPOP00000011246,80.81,87.71,0.1113,0.2445,0.45522
XP_004841402.1,ENSCPOP00000001139,80,84.39,0.1486,0.3264,0.45517
XP_004870747.1,ENSCPOP00000004392,69.51,77,0.2244,0.4929,0.45517
XP_004834074.1,ENSCPOP00000008984,85.4,88.74,0.0931,0.2045,0.45514
XP_004840581.1,ENSCPOP00000003990,54.26,63.6,0.4557,1.002,0.45475
XP_004841835.1,ENSCPOP00000002495,86.57,90.05,0.0853,0.1875,0.45465
XP_004844730.1,ENSCPOP00000020518,83.18,87.47,0.1049,0.2308,0.45444
XP_004851572.1,ENSCPOP00000021092,77.43,80.46,0.1799,0.3964,0.45386
XP_004869503.1,ENSCPOP00000011087,64.6,76.99,0.2435,0.5365,0.45382
XP_004870735.1,ENSCPOP00000015842,82.74,88.57,0.1018,0.2244,0.45372
XP_004860536.1,ENSCPOP00000004949,80.01,85.75,0.1226,0.2702,0.45357
XP_004921225.1,ENSCPOP00000014961,78.6,85.5,0.1265,0.2791,0.45346
XP_004841484.1,ENSCPOP00000010327,83.62,88.4,0.0992,0.2188,0.45345
XP_004871303.1,ENSCPOP00000010686,66.81,69.68,0.3253,0.718,0.45311
XP_004853841.1,ENSCPOP00000011415,80.83,87.7,0.1151,0.2545,0.45215
XP_004862097.1,ENSCPOP00000013452,73.02,81.13,0.1745,0.3861,0.45201
XP_004852294.1,ENSCPOP00000016484,78.72,85.11,0.1306,0.2897,0.45094
XP_004872987.1,ENSCPOP00000012735,70.05,74.28,0.2612,0.5792,0.45092
XP_004854182.1,ENSCPOP00000014194,81.45,87.05,0.1114,0.2471,0.45088
XP_004866249.1,ENSCPOP00000012545,81.97,87.87,0.103,0.2286,0.45049
XP_004838317.1,ENSCPOP00000008372,74.53,82.4,0.1654,0.3674,0.45031
XP_004921191.1,ENSCPOP00000006029,79.12,87.18,0.1152,0.2558,0.45024
