SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004847925.1,ENSP00000283141,68.51,78.71,0.2148,0.4354,0.49325,SYCP2L
XP_004841581.1,ENSP00000360133,70.45,82.58,0.173,0.3508,0.49322,ITGB3BP
XP_004874658.1,ENSP00000408411,76.1,84.23,0.1483,0.301,0.49271,LAMP2
XP_004868918.1,ENSP00000274897,75.27,83.15,0.157,0.3194,0.49163,MLIP
XP_004856753.1,ENSP00000354566,70.27,78.74,0.2117,0.431,0.49124,CD3E
XP_004857690.1,ENSP00000400513,71.95,82.05,0.1753,0.357,0.49105,FASTKD1
XP_004858424.1,ENSP00000347979,55.59,70.59,0.3307,0.6748,0.4901,FAS
XP_004853356.1,ENSP00000256906,61.3,70.55,0.3215,0.657,0.48937,HRH4
XP_004862859.1,ENSP00000310622,76.02,83.56,0.1533,0.3133,0.48926,APOBEC4
XP_004851402.1,ENSP00000319476,66.83,77.05,0.2337,0.4779,0.48896,ICOS
XP_004847812.1,ENSP00000369461,64.12,74.11,0.2731,0.5586,0.48884,ECI2
XP_004835854.1,ENSP00000260442,55.87,71.88,0.3309,0.677,0.48883,BCL2L10
XP_004851311.1,ENSP00000242351,64,76.22,0.2406,0.493,0.48803,ZC3HAV1
XP_004861412.1,ENSP00000402758,78.06,84.92,0.1355,0.2778,0.48768,PMEL
XP_004835845.1,ENSP00000311502,73.39,81.03,0.1782,0.3657,0.48732,HEG1
XP_004871290.1,ENSP00000357206,64,75.04,0.2768,0.5686,0.48683,NES
XP_004858827.1,ENSP00000357156,70.23,79.58,0.2013,0.4143,0.48599,CD5L
XP_004856684.1,ENSP00000364627,75.92,83.82,0.1512,0.3114,0.48567,NXPE4
XP_004862742.1,ENSP00000222543,59.91,72.27,0.291,0.5992,0.48564,TFPI2
XP_004874316.1,ENSP00000433277,73.56,82.26,0.1685,0.3471,0.48546,MS4A1
XP_004869595.1,ENSP00000349477,68.78,78.66,0.2108,0.4348,0.48479,KLRG1
XP_004858872.1,ENSP00000430242,69.11,79.29,0.2086,0.4311,0.48388,SBSN
XP_004867840.1,ENSP00000262865,60.08,74.08,0.2814,0.5816,0.48383,BPI
XP_004845069.1,ENSP00000376946,75.21,84.82,0.1435,0.2969,0.48333,BBS10
XP_004855199.1,ENSP00000468785,77.05,81.49,0.1713,0.3544,0.48324,MBD1
XP_004852447.1,ENSP00000312671,72.27,80.78,0.1887,0.3906,0.48315,EHBP1L1
XP_004851029.1,ENSP00000362208,70.98,81.44,0.1801,0.373,0.48275,MRPS15
XP_004848684.1,ENSP00000306157,71.18,81,0.183,0.3796,0.4821,IL7R
XP_004838423.1,ENSP00000369395,77.57,85.95,0.1306,0.2709,0.48197,LRRC19
XP_004862342.1,ENSP00000356121,57.3,70.04,0.3217,0.6685,0.48121,LEMD1
XP_004866811.1,ENSP00000401502,47.02,63.21,0.454,0.9439,0.481,SIGLEC6
XP_004861143.1,ENSP00000442424,72.47,81.84,0.1768,0.368,0.48035,IL22
XP_004860536.1,ENSP00000056217,70.27,79.57,0.1952,0.4065,0.48024,ARHGEF5
XP_004858066.1,ENSP00000193391,77.59,86.01,0.1262,0.2629,0.4799,IMPG2
XP_004858045.1,ENSP00000312356,74.63,84,0.1549,0.3236,0.47883,TRMT10C
XP_004868003.1,ENSP00000346251,74.51,80.52,0.1882,0.3932,0.47868,BPIFA1
XP_004874520.1,ENSP00000278927,69.87,78.87,0.2021,0.4225,0.47843,ESAM
XP_004854198.1,ENSP00000373370,56.58,67.19,0.3729,0.78,0.47814,FLG2
XP_004866361.1,ENSP00000296420,51.36,64.85,0.5077,1.0624,0.47787,EMCN
XP_004869447.1,ENSP00000266556,64.55,74.69,0.2647,0.5544,0.47741,TAPBPL
XP_004848103.1,ENSP00000348064,74.53,83.56,0.1549,0.3244,0.47739,ART3
XP_004875253.1,ENSP00000353393,74.84,83.26,0.1562,0.3279,0.47629,F8
XP_004867011.1,ENSP00000252825,66.78,78.02,0.2487,0.5222,0.47624,HRC
XP_004855879.1,ENSP00000324901,71.18,79.91,0.187,0.3926,0.47622,IQCK
XP_004849797.1,ENSP00000423014,72.46,82.37,0.1656,0.348,0.47602,OCIAD2
XP_004858528.1,ENSP00000381072,58.71,69.25,0.3368,0.7078,0.4759,SERPINB8
XP_004846201.1,ENSP00000225171,80.3,87.54,0.1101,0.2315,0.47571,DNAJC12
XP_004872185.1,ENSP00000310431,67.73,78.82,0.2133,0.4489,0.47511,LMAN1L
XP_004860805.1,ENSP00000262765,66.75,77.13,0.2277,0.4803,0.47408,QRICH2
XP_004834634.1,ENSP00000348161,78.93,85.76,0.1357,0.2865,0.47358,GPR160
XP_004870197.1,ENSP00000342136,77.35,83.33,0.153,0.3236,0.47296,CREB3
XP_004852736.1,ENSP00000318423,73.18,82.25,0.1665,0.3521,0.47278,LINS
XP_004857547.1,ENSP00000313759,75.97,83.29,0.1505,0.3184,0.47273,CTC1
XP_004839194.1,ENSP00000307831,67.95,77.89,0.2242,0.475,0.47209,GPR113
XP_004868068.1,ENSP00000283946,83.15,88.59,0.0988,0.2094,0.47173,FBXO36
XP_004853381.1,ENSP00000356584,79.39,86.84,0.1163,0.2465,0.4717,TOR1AIP2
XP_004841701.1,ENSP00000265077,67.43,78.25,0.2175,0.4618,0.47101,VCAN
XP_004843061.1,ENSP00000457810,75.1,81.62,0.1677,0.3563,0.47086,CENPT
XP_004853772.1,ENSP00000358753,71.07,80.29,0.188,0.3992,0.47084,PIFO
XP_004853656.1,ENSP00000359049,71.25,78.71,0.2053,0.4362,0.47069,HENMT1
XP_004843873.1,ENSP00000376440,69.15,80.6,0.1884,0.4003,0.47066,RAD9B
XP_004846138.1,ENSP00000289081,75.45,83.45,0.1494,0.3175,0.47059,FANCC
XP_004836687.1,ENSP00000296871,70.14,83.1,0.166,0.3534,0.46961,CSF2
XP_004921223.1,ENSP00000356470,79.05,86.82,0.1216,0.2592,0.46938,SWT1
XP_004866249.1,ENSP00000369855,73.13,81.41,0.1738,0.3707,0.46889,ASB9
XP_004846229.1,ENSP00000298596,69.94,80.46,0.188,0.4015,0.46832,STOX1
XP_004868002.1,ENSP00000253354,61.43,74.42,0.2822,0.6029,0.46802,BPIFB1
XP_004852884.1,ENSP00000378089,66.23,78.14,0.2173,0.4645,0.46783,NMB
XP_004857471.1,ENSP00000315554,65.57,77.38,0.227,0.4854,0.46762,SPEM1
XP_004854840.1,ENSP00000255304,72.78,82.65,0.1675,0.3584,0.46736,USPL1
XP_004835889.1,ENSP00000232603,77.35,84.72,0.14,0.3001,0.46673,MORC1
XP_004845771.1,ENSP00000413035,82.04,82.63,0.1571,0.3366,0.46672,RBFOX2
XP_004851517.1,ENSP00000282091,71.3,82.03,0.1739,0.3725,0.46671,PTH
XP_004868301.1,ENSP00000346576,56.93,65.9,0.402,0.8623,0.46614,SYTL2
XP_004853152.1,ENSP00000280191,64.57,73.62,0.2768,0.5938,0.46607,SPATA4
XP_004873887.1,ENSP00000293889,56.59,68.27,0.3927,0.8427,0.46594,CCDC78
XP_004867226.1,ENSP00000375622,49.3,63.87,0.4371,0.9383,0.46585,LAIR1
XP_004873663.1,ENSP00000418194,72.23,80.95,0.1809,0.3886,0.46564,PARP14
XP_004874068.1,ENSP00000401859,77.01,80.08,0.1951,0.4199,0.46469,YAF2
XP_004853817.1,ENSP00000352833,79.98,88.1,0.1049,0.2262,0.46382,PTPN22
XP_004849889.1,ENSP00000283916,69.14,79.43,0.1968,0.4243,0.46378,TMPRSS11D
XP_004865049.1,ENSP00000302046,67.79,75.84,0.2435,0.5251,0.46371,RNASE6
XP_004855821.1,ENSP00000261892,74.4,82.31,0.165,0.3561,0.4634,SLC24A1
XP_004836381.1,ENSP00000305839,69.92,79.16,0.1994,0.4308,0.46291,GPRIN1
XP_004854821.1,ENSP00000439902,69.42,81.73,0.1856,0.4018,0.46202,BRCA2
XP_004869388.1,ENSP00000438590,70.09,77.64,0.2155,0.4664,0.462,RHNO1
XP_004871725.1,ENSP00000350447,53.76,70.02,0.3535,0.7661,0.46145,SGOL2
XP_004837469.1,ENSP00000378207,73.07,83.37,0.1604,0.3481,0.46095,AKAP5
XP_004858815.1,ENSP00000357103,68.25,74.38,0.2583,0.5611,0.46041,DARC
XP_004841366.1,ENSP00000359485,73.68,81.02,0.1806,0.3922,0.46036,GBP6
XP_004853753.1,ENSP00000358778,82.83,89.87,0.0902,0.1962,0.45999,LRIF1
XP_004838690.1,ENSP00000298999,73.64,82.99,0.1636,0.3569,0.45847,R3HCC1L
XP_004845440.1,ENSP00000415430,59.18,69.82,0.3146,0.6874,0.45771,GTSE1
XP_004861329.1,ENSP00000451406,78.86,84.54,0.1394,0.3049,0.45706,HSD17B6
XP_004857642.1,ENSP00000254868,50.62,64.2,0.4536,0.9925,0.45703,CLEC10A
XP_004834887.1,ENSP00000393887,65.28,74.07,0.2604,0.57,0.45688,AHSG
XP_004838528.1,ENSP00000420514,78.8,85.76,0.1255,0.2749,0.45672,BAG1
XP_004867261.1,ENSP00000221399,56.67,70.31,0.3277,0.7181,0.45635,TULP2
XP_004849562.1,ENSP00000303769,67.26,77.53,0.2211,0.4849,0.45601,AKNA
XP_004847180.1,ENSP00000418259,59.77,73.62,0.2741,0.6019,0.45531,ZFP57
XP_004849824.1,ENSP00000370984,82.51,89.07,0.0951,0.2088,0.45531,COMMD8
XP_004849614.1,ENSP00000259392,74.47,81.09,0.1808,0.3977,0.45462,SLC31A2
XP_004842191.1,ENSP00000260118,77.04,83.02,0.1573,0.3464,0.45397,GGH
XP_004834114.1,ENSP00000333266,76.79,82.64,0.1592,0.3509,0.45362,UBA7
XP_004838533.1,ENSP00000337354,78.7,86.22,0.1228,0.2708,0.45351,LIPA
XP_004835236.1,ENSP00000296333,75.1,82.49,0.157,0.347,0.45257,PIGX
XP_004846143.1,ENSP00000364412,71.91,80.94,0.1763,0.3901,0.4519,HSD17B3
XP_004846234.1,ENSP00000242465,65.61,78.77,0.1999,0.4432,0.45101,SRGN
XP_004841277.1,ENSP00000359221,86.52,90.64,0.077,0.1708,0.45098,RWDD3
XP_004861651.1,ENSP00000321029,72.44,81.56,0.1693,0.3757,0.45063,EXD1
XP_004847311.1,ENSP00000371770,52.56,70.09,0.3411,0.7574,0.45037,FGFBP1
XP_004854953.1,ENSP00000371419,70.26,77.51,0.2172,0.4822,0.45034,PARP4
XP_004847808.1,ENSP00000443900,79.12,80.95,0.1799,0.4006,0.44905,LYRM4
XP_004873657.1,ENSP00000419088,74.03,84.2,0.1428,0.3181,0.44888,FAM162A
XP_004859827.1,ENSP00000460823,80.25,86.69,0.1156,0.2575,0.44877,TOM1L1
XP_004839222.1,ENSP00000385452,67.84,78.09,0.2202,0.4907,0.44874,CGREF1
XP_004863224.1,ENSP00000374071,74.37,83.19,0.1537,0.3425,0.44874,ADAMTS20
XP_004845963.1,ENSP00000385758,60.68,72.48,0.2911,0.6488,0.4487,FAM227A
XP_004857380.1,ENSP00000380041,72.12,81.56,0.1693,0.3776,0.44821,INCA1
XP_004846755.1,ENSP00000417638,65.29,76.17,0.2335,0.5209,0.44816,SLC26A8
XP_004836551.1,ENSP00000305596,62.31,74.99,0.2523,0.563,0.44808,FAM71B
XP_004835189.1,ENSP00000370224,57.72,69.02,0.3528,0.7879,0.44776,PARM1
XP_004848522.1,ENSP00000363634,62.62,73.83,0.276,0.6177,0.4469,TXNDC8
XP_004865202.1,ENSP00000356936,75.07,82.46,0.157,0.3517,0.44655,FCRLA
XP_004847941.1,ENSP00000345716,66.06,76.68,0.2309,0.5173,0.44642,NKAPL
XP_004871645.1,ENSP00000404232,71.37,80.42,0.1857,0.4163,0.44607,EFHC2
XP_004864665.1,ENSP00000363270,67.37,77.31,0.2312,0.5184,0.44603,RUFY4
XP_004921266.1,ENSP00000387928,64.09,74.13,0.261,0.5852,0.44603,MAGIX
XP_004871053.1,ENSP00000344314,72.43,81.19,0.1805,0.4048,0.4459,OFD1
XP_004837175.1,ENSP00000450909,58.72,74.92,0.2641,0.5927,0.44553,SLIRP
XP_004838471.1,ENSP00000368464,79.25,85.82,0.1227,0.2755,0.44521,KIF24
XP_004874014.1,ENSP00000383936,85.71,90.17,0.0834,0.1873,0.4451,CEP57L1
XP_004844221.1,ENSP00000326477,78.77,86.61,0.1215,0.2729,0.44508,SETDB2
XP_004854964.1,ENSP00000451542,69.3,78.91,0.2011,0.4521,0.44483,SOHLH2
XP_004851126.1,ENSP00000327824,66.09,78.1,0.2154,0.4846,0.44436,IFNLR1
XP_004869645.1,ENSP00000342924,56.69,67.69,0.3497,0.7881,0.44373,MCPH1
XP_004867090.1,ENSP00000222002,61.4,72.98,0.2793,0.63,0.44332,SULT2A1
XP_004865051.1,ENSP00000450580,67.59,79.31,0.2011,0.4539,0.44315,RNASE12
XP_004836201.1,ENSP00000341360,72.81,81.56,0.1728,0.3901,0.44309,COBLL1
XP_004849989.1,ENSP00000367172,71.35,80.9,0.1804,0.4075,0.44272,GKN1
XP_004839588.1,ENSP00000056233,73.97,81.89,0.1637,0.3701,0.44231,NFE2L3
XP_004840635.1,ENSP00000364839,80.45,86.15,0.1178,0.2663,0.44224,ASXL1
XP_004871891.1,ENSP00000361595,77.05,84.7,0.1323,0.2996,0.44173,ERMAP
XP_004852823.1,ENSP00000268138,72.94,80.64,0.1753,0.3971,0.4414,TICRR
XP_004838801.1,ENSP00000357748,66.44,76.82,0.2347,0.5318,0.44131,BCCIP
XP_004844453.1,ENSP00000417955,75.48,82.86,0.1552,0.352,0.44083,VWA3B
XP_004866319.1,ENSP00000296422,66.86,76.41,0.2315,0.5253,0.44062,SLC9B1
XP_004856374.1,ENSP00000367817,48.1,57.86,0.5418,1.2307,0.4402,PODXL
XP_004839398.1,ENSP00000423933,77.4,86.2,0.1231,0.2798,0.44015,THUMPD2
XP_004860819.1,ENSP00000225276,76.47,83.87,0.1463,0.3327,0.43978,ST6GALNAC2
XP_004838945.1,ENSP00000355185,74.1,83.48,0.1542,0.3508,0.43952,DCLRE1A
XP_004867268.1,ENSP00000472546,59.08,70.34,0.3154,0.7188,0.43873,PLA2G4C
XP_004853567.1,ENSP00000355499,78.07,85.58,0.1294,0.2954,0.43824,SDCCAG8
XP_004851438.1,ENSP00000416750,78.3,86.92,0.1175,0.2683,0.43789,STK33
XP_004866201.1,ENSP00000251900,73.05,82.15,0.1648,0.3764,0.43782,SCML2
XP_004845975.1,ENSP00000266397,73.99,81.32,0.1733,0.3962,0.43758,ERP27
XP_004834422.1,ENSP00000286371,84.59,88.17,0.1011,0.2314,0.43703,ATP1B3
XP_004845838.1,ENSP00000240652,73.03,80.52,0.1784,0.4083,0.43689,IAPP
XP_004858303.1,ENSP00000361735,61.83,73.17,0.2702,0.6188,0.43665,WFDC8
XP_004858044.1,ENSP00000377655,84.34,89.99,0.0856,0.1962,0.43647,SENP7
XP_004839423.1,ENSP00000260645,77.42,84.13,0.1409,0.3229,0.4363,ABCG5
XP_004873006.1,ENSP00000361072,76.89,83.61,0.1495,0.3427,0.43621,TSPAN1
XP_004872624.1,ENSP00000218516,81.69,87.17,0.1111,0.2548,0.43608,GLA
XP_004863420.1,ENSP00000347997,75.77,82.92,0.1505,0.3451,0.43604,UBQLN3
XP_004861541.1,ENSP00000361290,80.17,84.39,0.1338,0.3073,0.43559,COL4A6
XP_004860413.1,ENSP00000376548,69.25,77.75,0.2137,0.4906,0.43553,GALNTL5
XP_004864617.1,ENSP00000406546,79.15,85.5,0.1221,0.2805,0.43534,SLC23A3
XP_004863068.1,ENSP00000335201,84.25,88.36,0.0955,0.2197,0.43482,BCDIN3D
XP_004864435.1,ENSP00000233027,79.77,85.97,0.1201,0.2763,0.43465,NEK4
XP_004868581.1,ENSP00000165524,65.52,75.86,0.2452,0.5642,0.43464,PRLH
XP_004856640.1,ENSP00000280358,77.24,85.37,0.133,0.3059,0.43463,TEX12
XP_004921225.1,ENSP00000381476,72.73,81.37,0.1709,0.3932,0.4345,TMPRSS12
XP_004837060.1,ENSP00000333203,59.49,74.51,0.2792,0.643,0.43419,SERPINA5
XP_004864329.1,ENSP00000373702,69.32,80.02,0.1924,0.4431,0.43416,PP2D1
XP_004852499.1,ENSP00000301887,65.66,77.11,0.2371,0.5461,0.43413,BATF2
XP_004870137.1,ENSP00000364737,74.65,83.1,0.1508,0.3473,0.43409,CENPP
XP_004853870.1,ENSP00000358478,77.08,83.55,0.1441,0.3319,0.43408,TTF2
XP_004921290.1,ENSP00000316012,49.09,59.39,0.4953,1.1445,0.43279,SPAG11A
XP_004866122.1,ENSP00000245817,43.57,61.55,0.5156,1.1915,0.43277,TNFSF9
XP_004858808.1,ENSP00000255030,72.32,81.85,0.1658,0.3831,0.43276,CRP
XP_004844356.1,ENSP00000469337,47.01,59.79,0.5131,1.1875,0.43211,LRRC63
XP_004849531.1,ENSP00000343818,77.87,84.43,0.1375,0.3185,0.43174,CDK5RAP2
XP_004834572.1,ENSP00000376568,76.12,85.07,0.1375,0.3188,0.43132,MLF1
XP_004872926.1,ENSP00000415030,70.99,78.91,0.194,0.4498,0.43128,TMEM171
XP_004862950.1,ENSP00000296597,78.11,86.79,0.1193,0.2767,0.43113,NDUFAF2
XP_004847798.1,ENSP00000369286,70.37,79.84,0.1887,0.4379,0.43102,LY86
XP_004871051.1,ENSP00000369895,73.55,83.06,0.1554,0.3606,0.43096,GEMIN8
XP_004836057.1,ENSP00000387051,62.05,65.81,0.3967,0.9205,0.43092,FAM168B
XP_004870490.1,ENSP00000240361,72.7,80.5,0.1791,0.4163,0.43033,TEX14
XP_004839431.1,ENSP00000260665,77.52,83.93,0.1441,0.3351,0.43007,LRPPRC
XP_004842643.1,ENSP00000331734,48.09,58.11,0.5426,1.2617,0.43005,RIPPLY3
XP_004854171.1,ENSP00000271835,64.86,75.88,0.2495,0.5802,0.43004,CRNN
XP_004842387.1,ENSP00000394107,56.17,63.79,0.4114,0.957,0.42988,AP000304.12
XP_004841857.1,ENSP00000290431,82.11,87.39,0.1098,0.2559,0.42916,PKD2L2
XP_004855435.1,ENSP00000331342,70.49,78.02,0.2078,0.4843,0.42914,RAB11FIP1
XP_004871768.1,ENSP00000264151,78.6,83.79,0.1483,0.3456,0.42894,OSGEPL1
XP_004837896.1,ENSP00000433209,61.34,73.88,0.2845,0.6637,0.42869,GSDMD
XP_004870840.1,ENSP00000401678,66.94,72.14,0.2787,0.6504,0.42855,MYOCD
XP_004856526.1,ENSP00000339906,78.17,82.69,0.1485,0.3466,0.42845,PAX4
XP_004838302.1,ENSP00000370989,72.57,80.67,0.18,0.4203,0.42827,CD274
XP_004858171.1,ENSP00000361359,70.4,77.98,0.2086,0.4875,0.42791,CD40
XP_004859857.1,ENSP00000240316,68,78.32,0.2016,0.4713,0.42774,COIL
XP_004849877.1,ENSP00000261435,76.86,85.98,0.1272,0.2976,0.42757,N4BP2
XP_004860587.1,ENSP00000255945,67.19,76.35,0.2358,0.5519,0.42729,GIMAP4
XP_004842911.1,ENSP00000354361,74.9,81.49,0.1649,0.3862,0.42712,RFWD3
XP_004848145.1,ENSP00000424360,62.25,66.72,0.3579,0.8394,0.42641,PDLIM5
XP_004870747.1,ENSP00000328340,68.89,77.38,0.2171,0.5094,0.42617,RNF135
XP_004844496.1,ENSP00000366061,73.13,81.34,0.168,0.3943,0.42609,NMS
XP_004863021.1,ENSP00000389903,85.31,88.85,0.0918,0.2155,0.42578,LETMD1
XP_004855056.1,ENSP00000281142,80.66,87.68,0.1094,0.2569,0.42566,SCLT1
XP_004838615.1,ENSP00000360261,78.57,85.6,0.1217,0.2859,0.42565,TCTN3
XP_004861777.1,ENSP00000416673,58.94,68.25,0.3542,0.8327,0.42532,PATL2
XP_004869363.1,ENSP00000360944,79.95,87,0.1124,0.2645,0.42517,STIL
XP_004848668.1,ENSP00000421853,78.7,86.88,0.1173,0.2761,0.42489,RANBP3L
XP_004834586.1,ENSP00000303231,76.19,83.73,0.1389,0.3271,0.42459,IL12A
XP_004834661.1,ENSP00000241261,75.44,82.8,0.1555,0.3669,0.42395,TNFSF10
XP_004871187.1,ENSP00000357722,69.66,74.91,0.2817,0.6646,0.42383,S100A8
XP_004872993.1,ENSP00000255120,83.93,88.86,0.0949,0.2241,0.42374,NASP
XP_004855270.1,ENSP00000392371,80.45,85.88,0.1217,0.2875,0.42323,ZSCAN30
XP_004854035.1,ENSP00000358045,69.55,78.02,0.211,0.4989,0.4229,ECM1
XP_004856759.1,ENSP00000421076,82,87.67,0.1033,0.2447,0.42235,ATP5L2
XP_004836539.1,ENSP00000265007,77.84,83.51,0.1406,0.3331,0.42223,SOX30
XP_004864069.1,ENSP00000359339,58.03,68.81,0.3279,0.7766,0.42221,MB21D1
XP_004843047.1,ENSP00000268793,72.86,80.93,0.1753,0.4156,0.42191,DPEP3
XP_004856369.1,ENSP00000285928,78.21,85.03,0.1289,0.306,0.42135,LRGUK
XP_004874082.1,ENSP00000388566,55.17,67.29,0.3641,0.8642,0.4213,CASP4
XP_004867250.1,ENSP00000455510,48.4,62.59,0.4496,1.0672,0.42128,SIGLEC5
XP_004848928.1,ENSP00000277526,50.31,67.69,0.4021,0.9549,0.42113,LCN9
XP_004848421.1,ENSP00000328228,62.36,74.13,0.2594,0.616,0.42111,CDCA2
XP_004860233.1,ENSP00000229554,70.88,78.8,0.2006,0.4768,0.42082,RSPH4A
XP_004837150.1,ENSP00000377176,75.34,84.13,0.1411,0.3355,0.42074,SPATA7
XP_004842367.1,ENSP00000290219,67.37,76.25,0.2263,0.5392,0.41964,IFNGR2
XP_004852098.1,ENSP00000398632,77.42,84.42,0.1363,0.3249,0.41964,CD44
XP_004868848.1,ENSP00000403932,76.83,84.94,0.1323,0.3154,0.41955,EFCAB3
XP_004835982.1,ENSP00000259056,78.81,85.13,0.128,0.3053,0.41924,GALNT5
XP_004838247.1,ENSP00000366528,68.24,77.45,0.2118,0.5058,0.4187,TMEM252
XP_004854281.1,ENSP00000412209,74.22,82.57,0.1565,0.374,0.41838,IL5RA
XP_004847739.1,ENSP00000368683,69.65,80.27,0.1818,0.4349,0.41798,EDN1
XP_004862133.1,ENSP00000356104,73.59,81.85,0.164,0.3923,0.41796,PM20D1
XP_004866780.1,ENSP00000418438,79.76,88.1,0.1081,0.2588,0.41786,NDUFA3
XP_004845297.1,ENSP00000433352,71.55,78.79,0.1994,0.4775,0.41768,LMO7
XP_004853151.1,ENSP00000352177,47.34,60.46,0.4808,1.1516,0.41754,ADAM29
XP_004834390.1,ENSP00000418008,81.39,87.04,0.1089,0.2609,0.41733,MRPS22
XP_004850032.1,ENSP00000238855,85.33,90.76,0.0777,0.1865,0.41686,AFTPH
XP_004870293.1,ENSP00000450461,81.76,87.43,0.1069,0.2565,0.41671,CEP95
XP_004863572.1,ENSP00000407158,74.38,81.18,0.1683,0.404,0.41662,OVCH2
XP_004836821.1,ENSP00000274520,68.06,78.24,0.2057,0.494,0.41643,IL9
XP_004859208.1,ENSP00000342012,51.67,58.24,0.5562,1.3368,0.41604,DMKN
XP_004855918.1,ENSP00000460871,67.6,77.32,0.2237,0.5379,0.41599,RSL1D1
XP_004858880.1,ENSP00000085219,61.59,73.68,0.2681,0.645,0.41562,CD22
XP_004855953.1,ENSP00000350651,79.83,87.08,0.1131,0.2721,0.41561,ERI2
XP_004841825.1,ENSP00000401477,75.88,84.43,0.1389,0.3343,0.41548,TMEM232
XP_004846563.1,ENSP00000361666,59.53,67.57,0.3664,0.8826,0.4151,SLC22A7
XP_004856756.1,ENSP00000300692,76.61,82.85,0.1496,0.3607,0.41477,CD3D
XP_004870849.1,ENSP00000236826,74.73,82.23,0.1602,0.3864,0.41448,MMP8
XP_004869733.1,ENSP00000281031,67.23,77.59,0.2074,0.5011,0.41382,NDUFC2
XP_004864174.1,ENSP00000339179,78.4,85.39,0.131,0.3168,0.41364,TSSK4
XP_004844210.1,ENSP00000242827,82.52,86.57,0.1114,0.2695,0.41353,EBPL
XP_004858302.1,ENSP00000320532,60.53,71.49,0.2896,0.7006,0.41335,WFDC9
XP_004869075.1,ENSP00000390423,60.47,73.79,0.2789,0.6747,0.41331,CATSPER4
XP_004851181.1,ENSP00000281772,81.43,88.23,0.1007,0.2437,0.41315,KANSL1L
XP_004868919.1,ENSP00000343636,75.13,84.86,0.1332,0.3224,0.41314,GFRAL
XP_004862525.1,ENSP00000405987,77.87,86.46,0.1217,0.2946,0.41309,LRRD1
XP_004873150.1,ENSP00000456310,49.14,66.38,0.3863,0.9354,0.41305,PINLYP
XP_004870455.1,ENSP00000225410,79.22,84.42,0.1336,0.324,0.41233,ZNHIT3
XP_004856085.1,ENSP00000324792,70.91,80.21,0.1785,0.4332,0.41214,NFATC2IP
XP_004861153.1,ENSP00000247815,73.2,81.94,0.1645,0.3992,0.4121,HELB
XP_004867591.1,ENSP00000376910,73.51,83.62,0.1559,0.3785,0.41193,LRRIQ1
XP_004838515.1,ENSP00000370297,70.41,80.27,0.1804,0.4381,0.41182,CER1
XP_004834001.1,ENSP00000323099,80.58,86.51,0.1103,0.268,0.41174,ATRIP
XP_004844728.1,ENSP00000417116,60.42,66.49,0.3723,0.905,0.4114,LBX2
XP_004856459.1,ENSP00000312652,71.69,81.33,0.1733,0.4214,0.41139,LEP
XP_004856742.1,ENSP00000416037,72.51,80.62,0.1827,0.4443,0.41118,TMPRSS4
XP_004839874.1,ENSP00000258742,68.09,76.36,0.2271,0.5527,0.41091,NUPL2
XP_004856587.1,ENSP00000348300,72.97,81.98,0.1638,0.3988,0.41066,BTG4
XP_004871583.1,ENSP00000296980,68.26,79.42,0.187,0.4555,0.41054,IL22RA2
XP_004839922.1,ENSP00000411096,69.49,78.41,0.1979,0.4824,0.41033,ABCA13
XP_004856685.1,ENSP00000374237,78.53,85.51,0.1252,0.3053,0.40999,NXPE2
XP_004835726.1,ENSP00000418803,73.59,80.63,0.1712,0.4179,0.40966,TIMMDC1
XP_004841489.1,ENSP00000359892,76.25,83.17,0.1483,0.3619,0.40964,SLC44A5
XP_004861531.1,ENSP00000329374,77.11,84.1,0.136,0.3325,0.40914,SERPINA7
XP_004844521.1,ENSP00000386380,70.42,79.75,0.1877,0.4589,0.40903,IL1R1
XP_004855469.1,ENSP00000298139,77.97,85.57,0.1281,0.3132,0.4089,WRN
XP_004847714.1,ENSP00000341680,59.3,65.15,0.3878,0.9489,0.40872,DTNBP1
XP_004872936.1,ENSP00000370013,75.72,83.64,0.1416,0.3466,0.40856,PTCD2
XP_004842607.1,ENSP00000329614,66.67,73.93,0.2621,0.6417,0.4085,YBEY
XP_004844703.1,ENSP00000377486,79.11,84.7,0.1318,0.3229,0.40826,MRPL19
XP_004851629.1,ENSP00000416753,63.24,75.08,0.2413,0.5911,0.40823,MUC15
XP_004841484.1,ENSP00000284142,79.66,85.54,0.1234,0.3026,0.40779,ASB17
XP_004858205.1,ENSP00000243938,77.73,84.86,0.1227,0.3012,0.40741,WFDC3
XP_004847198.1,ENSP00000346065,63.12,73.18,0.2665,0.6542,0.40737,TDRD6
XP_004868204.1,ENSP00000395995,78.01,85.32,0.126,0.3094,0.40727,CCDC141
XP_004854519.1,ENSP00000426120,82.87,87.11,0.1063,0.2609,0.40723,GRAMD3
XP_004872987.1,ENSP00000262746,69.04,72.76,0.2726,0.6694,0.40716,PRDX1
XP_004859918.1,ENSP00000345060,66.79,76.89,0.2199,0.5404,0.40694,GPR179
XP_004860145.1,ENSP00000339207,87.22,90.6,0.0736,0.1812,0.40629,FAM122B
XP_004866647.1,ENSP00000326581,59.66,73.11,0.2799,0.6894,0.406,PEG3
XP_004838785.1,ENSP00000302111,72.96,78.06,0.2004,0.4937,0.40594,MGMT
