SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004870490.1,ENSMUSP00000054444,66.62,76.56,0.2289,0.5246,0.43632,Tex14
XP_004842112.1,ENSMUSP00000027057,65.99,75.8,0.2425,0.5562,0.43599,Terf1
XP_004856194.1,ENSMUSP00000124520,75.87,81.1,0.1716,0.3938,0.43574,Prrt2
XP_004860490.1,ENSMUSP00000110219,57.83,70.02,0.3171,0.7289,0.43496,Krba1
XP_004838423.1,ENSMUSP00000102718,71.98,80.22,0.1882,0.4327,0.43485,Lrrc19
XP_004867878.1,ENSMUSP00000099419,64.27,74.26,0.2569,0.591,0.43462,Dsn1
XP_004849897.1,ENSMUSP00000031146,71.95,78.66,0.1972,0.454,0.43437,Nmu
XP_004854702.1,ENSMUSP00000061679,54.25,66,0.3701,0.8537,0.43347,Map10
XP_004855962.1,ENSMUSP00000033207,63.89,73.34,0.267,0.616,0.43341,Zp2
XP_004871668.1,ENSMUSP00000062092,74.56,83.33,0.1545,0.3573,0.43253,Sntn
XP_004849996.1,ENSMUSP00000032130,58.99,72.59,0.2886,0.6703,0.43058,Aplf
XP_004866811.1,ENSMUSP00000113245,45.59,60.48,0.4828,1.1219,0.43037,Siglec5
XP_004864814.1,ENSMUSP00000038871,63.38,73.26,0.2682,0.6249,0.42926,Slx4
XP_004835726.1,ENSMUSP00000002925,69.72,79.11,0.1912,0.4457,0.42911,Timmdc1
XP_004847812.1,ENSMUSP00000131735,61.24,71.91,0.2899,0.6771,0.42817,Eci2
XP_004854198.1,ENSMUSP00000096482,55.35,67.38,0.3586,0.8376,0.42816,Flg2
XP_004842844.1,ENSMUSP00000034304,58.81,69.29,0.3228,0.754,0.4281,Hsd17b2
XP_004854840.1,ENSMUSP00000113247,61.54,73.17,0.2741,0.6407,0.42773,Uspl1
XP_004845873.1,ENSMUSP00000129239,61.99,72,0.285,0.6672,0.42716,Slc15a5
XP_004834512.1,ENSMUSP00000037246,65.06,75.79,0.2352,0.5511,0.42687,Igsf10
XP_004839163.1,ENSMUSP00000119136,67.23,76.69,0.218,0.512,0.42575,Cenpo
XP_004849535.1,ENSMUSP00000045770,63.03,72.75,0.2781,0.6532,0.42575,Tlr4
XP_004836551.1,ENSMUSP00000055079,59.69,70.86,0.3023,0.7104,0.42557,Fam71b
XP_004857471.1,ENSMUSP00000037500,69.74,78.4,0.201,0.4735,0.42456,Spem1
XP_004864615.1,ENSMUSP00000116797,72.12,80.2,0.1796,0.4232,0.42438,Nhej1
XP_004857354.1,ENSMUSP00000057563,63.15,71.52,0.2863,0.6757,0.42375,Gp1ba
XP_004849644.1,ENSMUSP00000076253,37.64,52.81,0.6705,1.5827,0.42363,Sohlh1
XP_004872634.1,ENSMUSP00000079851,73.71,81.39,0.1684,0.3991,0.422,Cenpi
XP_004847310.1,ENSMUSP00000073751,56.66,69.79,0.3239,0.7697,0.42084,Prom1
XP_004867288.1,ENSMUSP00000105184,53.83,69.15,0.3365,0.7997,0.42079,Fam161a
XP_004870282.1,ENSMUSP00000050408,61.8,72.52,0.2896,0.6885,0.42054,Cmya5
XP_004858361.1,ENSMUSP00000090086,48.56,65.57,0.3988,0.9486,0.42042,Tfam
XP_004853371.1,ENSMUSP00000054909,51.77,65.91,0.4215,1.0034,0.42013,Txndc2
XP_004866329.1,ENSMUSP00000035484,62.71,73.86,0.2697,0.6421,0.42003,Bank1
XP_004873977.1,ENSMUSP00000030165,73.55,79.3,0.184,0.4386,0.41942,Fancg
XP_004870286.1,ENSMUSP00000083538,50,64.33,0.4053,0.9677,0.4188,Milr1
XP_004837896.1,ENSMUSP00000023238,60.59,71.77,0.3039,0.7258,0.41866,Gsdmd
XP_004857262.1,ENSMUSP00000090602,72.07,82.5,0.1693,0.4044,0.41864,Spata22
XP_004862209.1,ENSMUSP00000057062,63.02,72.42,0.2725,0.6511,0.41851,Ppp1r15b
XP_004867226.1,ENSMUSP00000083589,41.6,56.23,0.5729,1.3692,0.41845,Lair1
XP_004860690.1,ENSMUSP00000102147,62.89,69.81,0.3299,0.7886,0.41829,Atp5h
XP_004858066.1,ENSMUSP00000063648,72.3,79.88,0.1834,0.4387,0.4182,Impg2
XP_004834631.1,ENSMUSP00000103897,64.71,76.24,0.2254,0.5393,0.41802,Samd7
XP_004873735.1,ENSMUSP00000008626,62.34,75.32,0.2425,0.5805,0.41771,Rnf151
XP_004921183.1,ENSMUSP00000022536,60.95,74.21,0.2557,0.6124,0.41761,Ska3
XP_004847930.1,ENSMUSP00000105862,56.48,70.73,0.3306,0.7924,0.41729,Cage1
XP_004837538.1,ENSMUSP00000052089,57.25,69.46,0.3353,0.8051,0.41644,Catsperb
XP_004868918.1,ENSMUSP00000034910,68.16,78.9,0.1965,0.4725,0.41582,Mlip
XP_004838247.1,ENSMUSP00000060863,64.48,73.22,0.268,0.645,0.41555,Tmem252
XP_004854170.1,ENSMUSP00000062841,67.26,76.55,0.2251,0.5428,0.41466,Them4
XP_004835845.1,ENSMUSP00000123686,67.13,74.29,0.245,0.591,0.41461,Heg1
XP_004867768.1,ENSMUSP00000107548,62.83,72.88,0.2745,0.6632,0.41388,Fam35a
XP_004843947.1,ENSMUSP00000107214,60.34,63.15,0.4202,1.016,0.41355,Diablo
XP_004856377.1,ENSMUSP00000040894,60.59,74.35,0.264,0.6392,0.41305,Tsga13
XP_004842365.1,ENSMUSP00000023689,50.45,64.74,0.4003,0.9716,0.41202,Ifnar1
XP_004860536.1,ENSMUSP00000031750,67.15,75.52,0.2306,0.5599,0.41191,Arhgef5
XP_004870747.1,ENSMUSP00000017839,57.47,70.1,0.3168,0.7695,0.41168,Rnf135
XP_004862439.1,ENSMUSP00000113306,72.15,79.4,0.1938,0.4708,0.4116,Mterf
XP_004836670.1,ENSMUSP00000043369,64.66,71.93,0.2961,0.7197,0.41137,Il5
XP_004835478.1,ENSMUSP00000037222,55.08,66.8,0.373,0.9087,0.41052,Catsper2
XP_004921191.1,ENSMUSP00000033178,61.7,73.58,0.2693,0.6562,0.41041,Pdzd9
XP_004840678.1,ENSMUSP00000078260,55.1,69.56,0.3298,0.8053,0.40959,Nrsn2
XP_004857162.1,ENSMUSP00000091553,74.32,82.88,0.1543,0.3768,0.40945,Fam57a
XP_004871453.1,ENSMUSP00000029547,57.87,68.35,0.3343,0.8181,0.40864,Creb3l4
XP_004873887.1,ENSMUSP00000093155,62.17,71.97,0.3265,0.7995,0.4084,Ccdc78
XP_004845440.1,ENSMUSP00000128759,57.52,66.85,0.3464,0.8487,0.40815,Gtse1
XP_004844626.1,ENSMUSP00000068123,45.3,62.11,0.4595,1.1266,0.4079,Cd8a
XP_004871546.1,ENSMUSP00000129315,62.68,75.02,0.2511,0.6161,0.40748,Mtfr2
XP_004853870.1,ENSMUSP00000076208,71.45,78.71,0.1932,0.4742,0.40744,Ttf2
XP_004862018.1,ENSMUSP00000025547,68.31,78.6,0.1953,0.4796,0.40732,Timm21
XP_004858088.1,ENSMUSP00000013667,62.69,72.83,0.2783,0.6833,0.40726,Bcas1
XP_004836687.1,ENSMUSP00000019060,57.45,69.5,0.338,0.8302,0.4071,Csf2
XP_004840551.1,ENSMUSP00000106300,60.2,70.77,0.3039,0.7476,0.40649,Kpna7
XP_004874316.1,ENSMUSP00000126422,72.22,79.98,0.1809,0.445,0.40644,Ms4a1
XP_004853680.1,ENSMUSP00000099689,71.91,76.65,0.2108,0.5186,0.40637,Psrc1
XP_004842367.1,ENSMUSP00000023687,58.23,68.19,0.3338,0.8217,0.40623,Ifngr2
XP_004837238.1,ENSMUSP00000129900,71.59,80.35,0.182,0.4487,0.40561,Mlh3
XP_004851118.1,ENSMUSP00000053080,50.7,66.03,0.3889,0.9606,0.40485,Spata21
XP_004861541.1,ENSMUSP00000098765,78.24,82.46,0.15,0.3709,0.40451,Col4a6
XP_004871290.1,ENSMUSP00000088493,56.81,69.27,0.3647,0.9024,0.4042,Nes
XP_004852823.1,ENSMUSP00000041377,67.43,75.74,0.2253,0.5576,0.40414,Ticrr
XP_004837840.1,ENSMUSP00000129765,65.9,74.52,0.2553,0.6323,0.40378,Parp10
XP_004853442.1,ENSMUSP00000083300,70.9,78.22,0.1986,0.4924,0.40332,Sec16b
XP_004834016.1,ENSMUSP00000026744,59.49,72.15,0.3073,0.7633,0.4026,Tmem89
XP_004921214.1,ENSMUSP00000117299,70.85,77.88,0.2077,0.5161,0.40247,Haus2
XP_004847635.1,ENSMUSP00000006785,63.28,72.14,0.2804,0.6968,0.40237,Slc17a1
XP_004848086.1,ENSMUSP00000055267,59.02,68.16,0.3339,0.8299,0.40236,Sowahb
XP_004867591.1,ENSMUSP00000131419,58.61,72.79,0.2955,0.7346,0.40231,Lrriq1
XP_004868002.1,ENSMUSP00000080501,58.02,71.03,0.3158,0.785,0.40227,Bpifb1
XP_004844221.1,ENSMUSP00000093450,67.49,78.72,0.2047,0.5096,0.40158,Setdb2
XP_004842191.1,ENSMUSP00000095843,68.14,75.81,0.2314,0.5777,0.40062,Ggh
XP_004842008.1,ENSMUSP00000023917,66.28,75.7,0.2302,0.5751,0.40031,Lrrc69
XP_004853158.1,ENSMUSP00000059503,59.69,72.23,0.2826,0.7062,0.40021,Mtus1
XP_004852349.1,ENSMUSP00000086028,61.38,72.61,0.2705,0.6769,0.39966,Ccdc87
XP_004853194.1,ENSMUSP00000126909,74.23,80.65,0.1678,0.4206,0.39894,Taf4b
XP_004861586.1,ENSMUSP00000028821,60.9,71.96,0.2973,0.7453,0.39891,Fsip1
XP_004857494.1,ENSMUSP00000104294,71.47,76.07,0.2214,0.5561,0.39811,Cd68
XP_004850300.1,ENSMUSP00000132788,37.29,51.13,0.6799,1.7079,0.39809,Baalc
XP_004849700.1,ENSMUSP00000006687,46.19,58.88,0.5794,1.4555,0.39805,Orm3
XP_004843836.1,ENSMUSP00000091917,71.22,79.03,0.191,0.4804,0.39762,Tmem116
XP_004852589.1,ENSMUSP00000025914,82.13,87.12,0.1064,0.2678,0.3973,Vegfb
XP_004840635.1,ENSMUSP00000105413,75.07,81.66,0.1578,0.3973,0.39729,Asxl1
XP_004866204.1,ENSMUSP00000071191,72.85,80.6,0.1767,0.4449,0.39727,Ppef1
XP_004862544.1,ENSMUSP00000029909,72.16,79.01,0.1896,0.4776,0.39691,Coq3
XP_004858984.1,ENSMUSP00000042312,37.93,53.16,0.6283,1.5834,0.3968,Igflr1
XP_004869503.1,ENSMUSP00000024044,53.01,66.82,0.3918,0.9903,0.39569,Cd4
XP_004861654.1,ENSMUSP00000115219,65.47,74.14,0.2469,0.624,0.39566,Oip5
XP_004839222.1,ENSMUSP00000031051,66.43,75.24,0.2548,0.6444,0.39546,Cgref1
XP_004835643.1,ENSMUSP00000021356,66.36,75.64,0.2316,0.5856,0.39544,Dnaaf2
XP_004868919.1,ENSMUSP00000074421,67.86,78.91,0.1943,0.4916,0.39528,Gfral
XP_004921272.1,ENSMUSP00000033664,69.48,78.2,0.1955,0.4951,0.39491,Il2rg
XP_004872204.1,ENSMUSP00000110911,71.5,81.17,0.1689,0.4286,0.39415,Zcchc12
XP_004870185.1,ENSMUSP00000057398,33.11,46.11,0.8777,2.2282,0.39389,Fam221b
XP_004874517.1,ENSMUSP00000002013,77.5,83.06,0.1524,0.3872,0.39368,Spa17
XP_004851629.1,ENSMUSP00000106645,58.88,68.85,0.3292,0.8404,0.39171,Muc15
XP_004847656.1,ENSMUSP00000035660,66.67,76.08,0.2226,0.5684,0.39163,Tdp2
XP_004852499.1,ENSMUSP00000045744,58.05,69.66,0.3435,0.8778,0.39131,Batf2
XP_004862342.1,ENSMUSP00000107976,43.41,57.11,0.5198,1.3296,0.39097,Lemd1
XP_004845069.1,ENSMUSP00000049387,68.86,77.98,0.2037,0.5211,0.39096,Bbs10
XP_004840928.1,ENSMUSP00000080643,70.57,78.95,0.1882,0.4818,0.39061,Dzank1
XP_004843047.1,ENSMUSP00000034371,70.35,77.87,0.2018,0.5168,0.39041,Dpep3
XP_004864155.1,ENSMUSP00000007733,64.98,74.48,0.2369,0.6074,0.38996,Tinf2
XP_004848097.1,ENSMUSP00000047646,66.67,72.92,0.2798,0.7185,0.38939,Cxcl10
XP_004865051.1,ENSMUSP00000087231,68.28,79.54,0.1904,0.4891,0.38932,Rnase12
XP_004854195.1,ENSMUSP00000044998,52.69,66.03,0.4712,1.2105,0.38921,Rptn
XP_004853064.1,ENSMUSP00000034045,60.49,73.82,0.2663,0.6846,0.38902,Mlf1ip
XP_004856160.1,ENSMUSP00000035535,58.58,68.43,0.3513,0.9046,0.38832,Hirip3
XP_004851181.1,ENSMUSP00000063843,76.68,83.49,0.1444,0.3722,0.388,Kansl1l
XP_004845963.1,ENSMUSP00000105275,53.75,67.02,0.3663,0.9442,0.38797,Fam227a
XP_004852447.1,ENSMUSP00000037656,68.18,75.83,0.2363,0.6097,0.38756,Ehbp1l1
XP_004860127.1,ENSMUSP00000110554,70.38,76.98,0.2103,0.5428,0.38735,Arhgap36
XP_004845886.1,ENSMUSP00000032341,66.1,75.23,0.2332,0.6024,0.38716,Art4
XP_004834001.1,ENSMUSP00000044831,73.79,80.05,0.1726,0.4458,0.38708,Atrip
XP_004863420.1,ENSMUSP00000055229,73.15,81.07,0.1628,0.4206,0.38702,Ubqln3
XP_004843226.1,ENSMUSP00000034230,62.24,70.57,0.2947,0.7614,0.38701,Cx3cl1
XP_004858044.1,ENSMUSP00000086779,72.46,81.47,0.1662,0.4296,0.38696,Senp7
XP_004851403.1,ENSMUSP00000027165,68.12,77.62,0.2082,0.5384,0.38682,Cd28
XP_004851527.1,ENSMUSP00000032909,78.26,83.82,0.1318,0.3408,0.38665,Pde3b
XP_004873079.1,ENSMUSP00000104047,73.33,79.07,0.1813,0.4694,0.38617,Prr19
XP_004854835.1,ENSMUSP00000031667,64.93,74.5,0.246,0.6371,0.38611,Tex26
XP_004836539.1,ENSMUSP00000037519,75.92,82.5,0.1458,0.3777,0.38608,Sox30
XP_004872991.1,ENSMUSP00000059848,62.75,70.71,0.2823,0.7312,0.38606,Ccdc17
XP_004870669.1,ENSMUSP00000099512,70.44,80.71,0.1799,0.4668,0.38541,Spaca3
XP_004852916.1,ENSMUSP00000128881,66.41,75.05,0.236,0.613,0.38495,Whamm
XP_004860587.1,ENSMUSP00000087524,60,70.73,0.3006,0.7822,0.38424,Gimap4
XP_004847453.1,ENSMUSP00000036110,74.42,79.95,0.1753,0.4565,0.38407,Poln
XP_004873622.1,ENSMUSP00000108329,73.03,80.84,0.1714,0.4464,0.38394,Tro
XP_004871645.1,ENSMUSP00000026014,69.84,78.28,0.1996,0.5206,0.38347,Efhc2
XP_004858827.1,ENSMUSP00000015998,65.9,74.28,0.2496,0.6522,0.38273,Cd5l
XP_004863294.1,ENSMUSP00000032977,62.59,73.1,0.2682,0.7006,0.38273,Chrdl2
XP_004854996.1,ENSMUSP00000052179,70.11,79.51,0.1842,0.4812,0.38269,Bbs12
XP_004844496.1,ENSMUSP00000085346,61.36,73.74,0.2508,0.6563,0.38213,Nms
XP_004873931.1,ENSMUSP00000093200,62.57,70.57,0.3243,0.8502,0.38148,Npw
XP_004870408.1,ENSMUSP00000060803,70.6,79.12,0.187,0.4902,0.38135,Prr11
XP_004838410.1,ENSMUSP00000057488,69.18,77.3,0.1989,0.5216,0.3813,Dmrta1
XP_004835883.1,ENSMUSP00000124969,66.24,76.2,0.2337,0.613,0.38116,Slc9c1
XP_004865084.1,ENSMUSP00000038707,73.79,78.64,0.1835,0.4826,0.38025,Slc39a2
XP_004870715.1,ENSMUSP00000051907,68.37,76.24,0.2178,0.573,0.38019,Gas2l2
XP_004839084.1,ENSMUSP00000132098,66.06,77.53,0.2113,0.5563,0.3798,Gen1
XP_004852700.1,ENSMUSP00000091898,69.52,77.29,0.2062,0.5433,0.37959,Mkrn3
XP_004845593.1,ENSMUSP00000100712,60.66,73.33,0.2776,0.7319,0.37931,Dnajb7
XP_004867936.1,ENSMUSP00000029140,55.6,67.96,0.3605,0.9531,0.37821,Procr
XP_004852098.1,ENSMUSP00000005218,72.94,80.61,0.1693,0.448,0.37785,Cd44
XP_004839922.1,ENSMUSP00000040465,63.19,73.06,0.2581,0.6839,0.37743,Abca13
XP_004842057.1,ENSMUSP00000037459,75,82.93,0.146,0.387,0.3773,Zfand1
XP_004847311.1,ENSMUSP00000056900,54.03,70.97,0.3154,0.8363,0.37717,Fgfbp1
XP_004864786.1,ENSMUSP00000097795,56.4,66.95,0.3536,0.9375,0.37714,Mefv
XP_004872980.1,ENSMUSP00000099760,75.05,81.07,0.1637,0.4349,0.37632,Mutyh
XP_004848232.1,ENSMUSP00000030127,73.78,80.42,0.1699,0.4517,0.37626,Tmem38b
XP_004846663.1,ENSMUSP00000128215,48.73,64.97,0.3873,1.0294,0.37625,Treml2
XP_004844806.1,ENSMUSP00000124673,52.63,61.71,0.4452,1.1835,0.37617,Sh2d6
XP_004855821.1,ENSMUSP00000035616,72.56,79.8,0.1811,0.4818,0.37584,Slc24a1
XP_004851759.1,ENSMUSP00000127292,61.07,70.36,0.3084,0.8205,0.37583,Cdhr5
XP_004866201.1,ENSMUSP00000107964,62.93,71.54,0.2857,0.7603,0.37575,Scml2
XP_004861532.1,ENSMUSP00000063397,68.77,77.7,0.2035,0.5418,0.37561,Nrk
XP_004843095.1,ENSMUSP00000104979,79.68,84.64,0.1231,0.3279,0.37554,Lrrc36
XP_004861143.1,ENSMUSP00000094449,67.98,77.34,0.2224,0.5927,0.37523,Il22
XP_004868305.1,ENSMUSP00000032844,71.79,79.49,0.1836,0.4894,0.37522,Tmem126a
XP_004839509.1,ENSMUSP00000098928,68.05,76.18,0.2231,0.595,0.37501,Plb1
XP_004855961.1,ENSMUSP00000033210,68.75,77.08,0.2178,0.581,0.37489,Tmem159
XP_004843550.1,ENSMUSP00000080066,63.78,73.34,0.2724,0.7272,0.37452,Sfi1
XP_004863466.1,ENSMUSP00000095752,70.98,77.31,0.2013,0.5378,0.37423,Rrp8
XP_004834231.1,ENSMUSP00000131823,70.59,81.26,0.1769,0.4744,0.37301,Iqcf6
XP_004864665.1,ENSMUSP00000115873,65.89,74.7,0.2482,0.6657,0.37283,Rufy4
XP_004872202.1,ENSMUSP00000033418,73.05,80.93,0.1688,0.4528,0.37283,Il13ra1
XP_004856684.1,ENSMUSP00000091375,74.03,80.29,0.1726,0.4631,0.37269,Nxpe4
XP_004857642.1,ENSMUSP00000000327,54.39,68.62,0.3488,0.9383,0.37171,Clec10a
XP_004869098.1,ENSMUSP00000027061,67.31,75.85,0.2267,0.6099,0.37169,Il17a
XP_004854994.1,ENSMUSP00000029273,62.33,74.66,0.2386,0.6418,0.37168,Il21
XP_004847755.1,ENSMUSP00000021791,68.25,76.12,0.2197,0.5924,0.37091,Gcm2
XP_004836201.1,ENSMUSP00000099787,65.18,73.95,0.2494,0.6728,0.37072,Cobll1
XP_004856956.1,ENSMUSP00000040961,68.62,75.18,0.2326,0.6277,0.37061,Ginm1
XP_004921225.1,ENSMUSP00000093914,65.66,73.85,0.2409,0.6507,0.37026,Tmprss12
XP_004851126.1,ENSMUSP00000074009,61.76,73.49,0.2596,0.7021,0.36975,Ifnlr1
XP_004872987.1,ENSMUSP00000114159,68.02,71.74,0.2824,0.7639,0.36961,Prdx1
XP_004844090.1,ENSMUSP00000031474,65.77,72.73,0.2566,0.6947,0.36934,Ankle2
XP_004841756.1,ENSMUSP00000022081,65.34,75.3,0.228,0.6173,0.36932,Spata9
XP_004858638.1,ENSMUSP00000093185,77.96,79.18,0.1871,0.507,0.3691,Fgf14
XP_004863572.1,ENSMUSP00000102366,73.75,80.97,0.1634,0.4427,0.36907,Ovch2
XP_004856848.1,ENSMUSP00000090082,64.2,74.62,0.258,0.699,0.36902,Ccdc153
XP_004869764.1,ENSMUSP00000127373,68.51,76.17,0.2165,0.587,0.36881,Ms4a2
XP_004860953.1,ENSMUSP00000101851,73.65,81.24,0.1672,0.4536,0.36864,Endov
XP_004847312.1,ENSMUSP00000030964,63.04,72.17,0.2704,0.7338,0.36855,Cd38
XP_004842911.1,ENSMUSP00000043780,68.27,74.9,0.2289,0.6214,0.36837,Rfwd3
XP_004869388.1,ENSMUSP00000107779,65.67,72.68,0.2625,0.7126,0.36832,Rhno1
XP_004847180.1,ENSMUSP00000133821,45.66,58.76,0.4901,1.3308,0.36824,Zfp57
XP_004847452.1,ENSMUSP00000049973,76.84,83.98,0.1401,0.3813,0.36753,Haus3
XP_004864207.1,ENSMUSP00000056026,72.77,79.32,0.1778,0.4838,0.36747,Thtpa
XP_004871051.1,ENSMUSP00000084414,68.07,75.77,0.2353,0.6406,0.36734,Gemin8
XP_004865190.1,ENSMUSP00000087203,55.56,71.02,0.3007,0.8191,0.36714,Rnase13
XP_004866122.1,ENSMUSP00000040412,33.61,52.42,0.7156,1.9491,0.36713,Tnfsf9
XP_004838534.1,ENSMUSP00000099889,60.2,70.73,0.3085,0.8413,0.36668,Ifit3
XP_004869499.1,ENSMUSP00000032217,68.52,75.94,0.2205,0.6018,0.36645,Lag3
XP_004873942.1,ENSMUSP00000034132,75.7,81.67,0.1559,0.4256,0.36629,Orc6
XP_004873663.1,ENSMUSP00000037657,62.97,72.99,0.2634,0.7206,0.3656,Parp14
XP_004857957.1,ENSMUSP00000128826,70.11,77.76,0.1993,0.5455,0.36531,Susd5
XP_004865944.1,ENSMUSP00000137666,56.48,68.62,0.3338,0.9137,0.36531,Jsrp1
XP_004839354.1,ENSMUSP00000024884,58.67,68.1,0.3494,0.9572,0.36499,Eif2ak2
XP_004835710.1,ENSMUSP00000055958,72.22,79.42,0.1769,0.4847,0.36492,Gpr156
XP_004870508.1,ENSMUSP00000032469,66.61,75.15,0.2343,0.6423,0.36481,Mbd4
XP_004862632.1,ENSMUSP00000084977,65.77,75.6,0.2304,0.632,0.36453,Prune2
XP_004839588.1,ENSMUSP00000005103,65.63,73.96,0.2409,0.6608,0.36452,Nfe2l3
XP_004854953.1,ENSMUSP00000124258,66.09,72.14,0.2662,0.7304,0.36442,Parp4
XP_004874851.1,ENSMUSP00000033646,62.89,75.96,0.2377,0.6525,0.36424,Il13ra2
XP_004841771.1,ENSMUSP00000065275,64.2,74.73,0.2517,0.6913,0.36405,Cast
XP_004871864.1,ENSMUSP00000030384,68,78.29,0.191,0.5249,0.36398,Edn2
XP_004856611.1,ENSMUSP00000037082,71.86,78.78,0.183,0.503,0.36381,Fdxacb1
XP_004838946.1,ENSMUSP00000035440,60.5,72.16,0.2688,0.7393,0.36363,Plekhs1
XP_004870647.1,ENSMUSP00000059304,67.4,75.14,0.2258,0.6211,0.36356,Tefm
XP_004870209.1,ENSMUSP00000030181,66.25,75.14,0.2307,0.6356,0.36294,Ccdc107
XP_004854046.1,ENSMUSP00000088303,77.36,84.73,0.134,0.3693,0.3629,Hormad1
XP_004838785.1,ENSMUSP00000080224,75.5,81.33,0.1554,0.4282,0.36287,Mgmt
XP_004844519.1,ENSMUSP00000027243,53.55,65.36,0.3691,1.0172,0.36283,Il1r2
XP_004837920.1,ENSMUSP00000047419,62.99,72.44,0.2768,0.7634,0.36262,Ly6d
XP_004860361.1,ENSMUSP00000029927,66.33,75.89,0.2236,0.6171,0.36239,Spaca1
XP_004873130.1,ENSMUSP00000011493,81.89,85.32,0.1122,0.3099,0.36215,Dmrtc2
XP_004921242.1,ENSMUSP00000047088,44.59,56.74,0.6036,1.667,0.36208,Zscan18
XP_004868204.1,ENSMUSP00000128736,71.03,79.51,0.1812,0.5011,0.36159,Ccdc141
XP_004872616.1,ENSMUSP00000127305,75.7,80.13,0.1719,0.4755,0.36152,Armcx2
XP_004872926.1,ENSMUSP00000070369,73.29,78.88,0.1791,0.4954,0.36152,Tmem171
XP_004869754.1,ENSMUSP00000060557,57.26,69.66,0.315,0.8727,0.361,Kctd14
XP_004862467.1,ENSMUSP00000132906,66.16,75.97,0.2317,0.6427,0.36051,Dbf4
XP_004858815.1,ENSMUSP00000045134,63.47,71.36,0.278,0.7718,0.3602,Darc
XP_004864069.1,ENSMUSP00000063331,51.9,62.66,0.4065,1.1288,0.36009,Mb21d1
XP_004838471.1,ENSMUSP00000103690,72.31,79.65,0.1741,0.4838,0.35991,Kif24
XP_004835600.1,ENSMUSP00000021471,76.9,82.55,0.1476,0.4102,0.35972,Tmx1
XP_004854182.1,ENSMUSP00000116643,68.18,77.08,0.2048,0.5698,0.35946,Cd101
XP_004869123.1,ENSMUSP00000042466,72.2,79.55,0.1737,0.4834,0.3594,Fam26d
XP_004858508.1,ENSMUSP00000027564,70.18,78.75,0.1893,0.5266,0.35937,Serpinb13
XP_004870840.1,ENSMUSP00000104335,63.69,68.28,0.3162,0.8813,0.35876,Myocd
XP_004868301.1,ENSMUSP00000095912,57.46,63.17,0.4147,1.1574,0.35828,Sytl2
XP_004857141.1,ENSMUSP00000099553,70.88,78.03,0.1956,0.5461,0.3582,Tmigd1
XP_004859409.1,ENSMUSP00000017891,52.11,62.58,0.4384,1.2241,0.35811,Ghdc
XP_004842179.1,ENSMUSP00000119724,77.68,83.89,0.1312,0.3664,0.35797,Mtfr1
XP_004860360.1,ENSMUSP00000029950,65.57,76.89,0.2281,0.6375,0.35773,Casp8ap2
XP_004850939.1,ENSMUSP00000101676,75.13,81.69,0.1587,0.4441,0.35731,S100pbp
XP_004848135.1,ENSMUSP00000119609,65.64,74.85,0.2381,0.6668,0.35713,Mmrn1
XP_004852830.1,ENSMUSP00000037467,63.18,73.24,0.2542,0.7119,0.357,Wdr93
XP_004861538.1,ENSMUSP00000127773,59.57,75.41,0.2477,0.6941,0.35691,Kcne1l
XP_004834157.1,ENSMUSP00000010195,71.88,79.54,0.1778,0.4983,0.35685,Hyal1
XP_004868059.1,ENSMUSP00000041683,69.61,75.77,0.2195,0.6155,0.3567,Slc19a3
XP_004869105.1,ENSMUSP00000085794,72.57,79.07,0.1787,0.5016,0.35639,Pkhd1
XP_004836437.1,ENSMUSP00000060205,59.62,70.58,0.2989,0.8388,0.35628,Efcab9
XP_004851529.1,ENSMUSP00000032907,76.87,85.07,0.127,0.3566,0.35613,Calca
XP_004862525.1,ENSMUSP00000038675,65.38,75.98,0.2375,0.667,0.35602,Lrrd1
XP_004834112.1,ENSMUSP00000135184,72.25,78.77,0.1844,0.5183,0.35576,Cdhr4
XP_004873653.1,ENSMUSP00000067445,69.07,74.23,0.2667,0.7498,0.35573,Stfa3
XP_004853151.1,ENSMUSP00000054292,43.37,57.45,0.5335,1.5001,0.35565,Adam29
XP_004862338.1,ENSMUSP00000027673,72.73,77.65,0.1962,0.5528,0.35499,Il20
XP_004867268.1,ENSMUSP00000104168,58.93,68.75,0.3179,0.8962,0.35469,Pla2g4c
XP_004870197.1,ENSMUSP00000100008,69.97,77.07,0.2034,0.5738,0.35455,Creb3
XP_004867250.1,ENSMUSP00000004728,44.71,58.33,0.5049,1.4247,0.35437,Cd33
XP_004870293.1,ENSMUSP00000018516,73.5,80.53,0.1702,0.4803,0.3543,Cep95
XP_004862039.1,ENSMUSP00000037890,66.29,75.26,0.2275,0.6423,0.35421,Sde2
XP_004859827.1,ENSMUSP00000103500,73.67,80.42,0.1657,0.4683,0.35389,Tom1l1
XP_004871145.1,ENSMUSP00000041450,82.32,86.67,0.1057,0.2989,0.35376,Naa30
XP_004857305.1,ENSMUSP00000075773,70.52,77.29,0.2005,0.5668,0.35364,Ggt6
XP_004834661.1,ENSMUSP00000040271,60.98,71.54,0.2748,0.7773,0.35354,Tnfsf10
XP_004842872.1,ENSMUSP00000073213,66.95,74.44,0.2355,0.6666,0.35326,Nudt7
XP_004839059.1,ENSMUSP00000033275,58.46,68.38,0.3194,0.905,0.35295,Tex36
